"cscode","year","vessel_length","gear_type","supra_region","GVL_disagg","Other_income_disagg","Repair_maintenance_costs_disagg","Other_variable_costs_disagg","Other_non_variable_costs_disagg","Personnel_costs_disagg","Value_of_unpaid_labour_disagg","totfishdays","Fuel_cost","m","q","loa","loaFC","yFC","EC","GVA","Gross_profit"
"1300:391:3",2021,"VL2440","OTB","MBS",2834.02779506013,40.8160061424796,272.795710796527,235.473779237448,170.161656479534,1248.2915852505,86.8161716712506,1,0.49821880876196,1.47,12.811,32,59.851,59.851,29.8188939232121,2166.59376076589,831.48600384414
"1300:391:3",2022,"VL1218","OTB","MBS",0,0,0,0,0,0,0,1,NA,1.47,12.811,15,34.861,34.861,NA,NA,NA
"1300:391:3",2022,"VL1824","OTB","MBS",0,0,0,0,0,0,0,1,NA,1.47,12.811,21,43.681,43.681,NA,NA,NA
"1300:391:3",2022,"VL2440","OTB","MBS",0,0,0,0,0,0,0,2,NA,1.47,12.811,32,59.851,119.702,NA,NA,NA
"1300:391:4",2017,"VL2440","OTB","MBS",6333.8335882848,52.3237364409609,511.110874732581,458.070006700175,449.692939087178,2453.5706699282,110.110231633291,3,0.423215748104041,1.47,12.811,32,59.851,179.553,75.9896572193249,4891.2938469865,2327.61294542501
"1300:391:4",2018,"VL1218","OTB","MBS",457.6028964363,0.0531615160941304,26.0254527319448,48.9484243981607,21.877852481742,144.995226535028,39.1328917027319,0.3,0.502828358672181,1.47,12.811,15,34.861,10.4583,5.25872982350127,355.545598517045,171.417480279285
"1300:391:4",2018,"VL1824","OTB","MBS",3301.09217560355,22.5501663192442,270.904920462441,330.320062536036,196.72029279579,1069.42677222395,121.619572448663,1.5,0.502828358672181,1.47,12.811,21,43.681,65.5215,32.9460683027393,2492.75099782579,1301.70465315318
"1300:391:4",2018,"VL2440","OTB","MBS",7251.04142911608,20.0888145932313,710.391169570063,426.674208164702,483.604822863511,2874.56163997888,133.394160947856,3,0.502828358672181,1.47,12.811,32,59.851,179.553,90.2843402846661,5560.17570282637,2552.21990189963
"1300:391:4",2019,"VL2440","OTB","MBS",2228.36619568023,62.7191024953844,154.911123518552,258.142191749548,108.979628967899,861.692283564608,75.574894288607,1,0.500663831533424,1.47,12.811,32,59.851,59.851,29.965230981107,1739.0871229585,801.819945105288
"1300:391:4",2020,"VL1824","OTB","MBS",6062.430461766,77.2285812883436,699.849743098159,547.83149293383,413.146990852323,2256.05983567046,260.025369741455,3,0.335314196709714,1.47,12.811,21,43.681,131.043,43.940578279431,4434.8902378906,1918.80503247868
"1300:391:4",2021,"VL1824","OTB","MBS",2067.63479585992,12.0402690210517,173.641775198853,233.054822485174,117.657308915371,729.212548014278,116.948019236066,1,0.49821880876196,1.47,12.811,21,43.681,43.681,21.7626957855312,1533.55846249604,687.397895245695
"1300:391:4",2021,"VL2440","OTB","MBS",2834.02779506013,40.8160061424796,272.795710796527,235.473779237448,170.161656479534,1248.2915852505,86.8161716712506,1,0.49821880876196,1.47,12.811,32,59.851,59.851,29.8188939232121,2166.59376076589,831.48600384414
"1300:391:4",2022,"VL1218","OTB","MBS",0,0,0,0,0,0,0,2,NA,1.47,12.811,15,34.861,69.722,NA,NA,NA
"1300:391:4",2022,"VL1824","OTB","MBS",0,0,0,0,0,0,0,3,NA,1.47,12.811,21,43.681,131.043,NA,NA,NA
"1300:391:4",2022,"VL2440","OTB","MBS",0,0,0,0,0,0,0,2,NA,1.47,12.811,32,59.851,119.702,NA,NA,NA
"1300:392:3",2017,"VL1218","OTB","MBS",127158.122686685,0,15417.2742002736,11590.4114688776,6914.61167396706,34682.7702782138,11089.9134422919,94,0.423215748104041,1.47,12.811,15,34.861,3276.934,1386.85007429757,91848.9752692694,46076.2915487638
"1300:392:3",2017,"VL1824","OTB","MBS",881597.025773204,1354.6512939553,81638.6845272418,95182.7022458786,40482.0538654444,305124.594816845,30295.4811303418,416,0.423215748104041,1.47,12.811,21,43.681,18171.296,7690.37863065997,657957.857797935,322537.781850748
"1300:392:3",2017,"VL2440","OTB","MBS",806508.143574932,6662.55577348235,65081.4513826153,58327.5808531557,57260.9009104339,312421.331970858,14020.7028279724,382,0.423215748104041,1.47,12.811,32,59.851,22863.082,9676.01635259404,622824.749849615,296382.715050785
"1300:392:3",2018,"VL1218","OTB","MBS",167787.72869331,19.4925559011811,9542.6660017131,17947.7556126589,8021.87924330538,53164.9163961771,14348.7269576684,110,0.502828358672181,1.47,12.811,15,34.861,3834.71,1928.2009352838,130366.71945625,62853.0761024044
"1300:392:3",2018,"VL1824","OTB","MBS",806566.854905802,5509.75730400201,66191.1022329899,80708.2019463048,48065.3248731046,261296.608013384,29715.7155349566,366.5,0.502828358672181,1.47,12.811,21,43.681,16009.0865,8049.82268863597,609062.160468769,318049.836920428
"1300:392:3",2018,"VL2440","OTB","MBS",1162583.64246828,3220.90660644808,113899.384187733,68410.0980424072,77537.9732657829,460888.049609948,21387.5304719729,481,0.502828358672181,1.47,12.811,32,59.851,28788.331,14475.5892256415,891481.504353161,409205.92427124
"1300:392:3",2019,"VL1218","OTB","MBS",155638.132993653,138.243142382339,13586.8300198973,14875.1124491452,4708.78059069385,50067.4179731442,10792.5351748516,125.5,0.500663831533424,1.47,12.811,15,34.861,4375.0555,2190.43204980138,120415.221026498,59555.2678785017
"1300:392:3",2019,"VL1824","OTB","MBS",587411.367920821,9314.08235851345,56850.8324320494,52346.1498879087,33317.5933896769,199941.80465996,27518.385567925,303.5,0.500663831533424,1.47,12.811,21,43.681,13257.1835,6637.39228645169,447573.482283248,220113.292055363
"1300:392:3",2019,"VL2440","OTB","MBS",731572.622041818,20590.6813492347,50857.3218511405,84748.0815513767,35778.0121901614,282893.576694261,24811.2377949497,328.3,0.500663831533424,1.47,12.811,32,59.851,19649.0833,9837.58533109741,570942.302467277,263237.487978066
"1300:392:3",2020,"VL1218","OTB","MBS",193064.208286874,168.31251204391,14515.309278628,20141.7949671409,8224.28671415566,71654.9688825245,15478.4533075068,114.5,0.335314196709714,1.47,12.811,15,34.861,3991.5845,1338.43495021644,149012.694888777,61879.272698746
"1300:392:3",2020,"VL1824","OTB","MBS",482973.626787358,6152.54364263804,55754.6962001534,43643.9089370618,32914.0436045684,179732.766908414,20715.3544560692,239,0.335314196709714,1.47,12.811,21,43.681,10439.759,3500.599402928,353312.922285284,152864.800920801
"1300:392:3",2020,"VL2440","OTB","MBS",666936.793958282,19083.2736015322,63500.5047577148,51647.3978000179,45182.5950618292,269221.135520846,7477.8606924767,318.5,0.335314196709714,1.47,12.811,32,59.851,19062.5435,6391.94146094647,519297.628479306,242598.632265983
"1300:392:3",2021,"VL1218","OTB","MBS",142040.285383858,41.2709711286089,10516.8570472441,14061.3389353675,6833.84800688976,46335.7864386483,10822.5764321129,86,0.49821880876196,1.47,12.811,15,34.861,2998.046,1493.68290673356,109175.829458752,52017.4665879908
"1300:392:3",2021,"VL1824","OTB","MBS",367005.176265135,2137.14775123668,30821.4150977964,41367.2309911184,20884.1723324784,129435.227272534,20758.2734144018,177.5,0.49821880876196,1.47,12.811,21,43.681,7753.3775,3862.87850193179,272206.627093047,122013.126406111
"1300:392:3",2021,"VL2440","OTB","MBS",614984.031528048,8857.07333291808,59196.6692428464,51097.8100945262,36925.0794560589,270879.273999358,18839.1092526614,217,0.49821880876196,1.47,12.811,32,59.851,12987.667,6470.69998133702,470150.846086198,180432.462834178
"1300:392:3",2022,"VL0612","OTB","MBS",0,0,0,0,0,0,0,1,NA,1.47,12.811,9,26.041,26.041,NA,NA,NA
"1300:392:3",2022,"VL1218","OTB","MBS",0,0,0,0,0,0,0,62,NA,1.47,12.811,15,34.861,2161.382,NA,NA,NA
"1300:392:3",2022,"VL1824","OTB","MBS",0,0,0,0,0,0,0,157,NA,1.47,12.811,21,43.681,6857.917,NA,NA,NA
"1300:392:3",2022,"VL2440","OTB","MBS",0,0,0,0,0,0,0,201.5,NA,1.47,12.811,32,59.851,12059.9765,NA,NA,NA
"1400:100:1",2017,"VL1218","OTB","MBS",2399771.37921468,0,290960.047141334,218738.190912647,130494.905421463,654545.04759097,209292.621772615,1774,0.423215748104041,1.47,12.811,15,34.861,61843.414,26173.1067213179,1733405.12901791,869567.459654329
"1400:100:1",2017,"VL1824","OTB","MBS",4174870.53070484,6415.05540647101,386606.270477563,450745.008231685,191705.880083956,1444940.98987785,143466.581314359,1970,0.423215748104041,1.47,12.811,21,43.681,86051.57,36418.3795730773,3115810.04774503,1527402.47655282
"1400:100:1",2017,"VL2440","OTB","MBS",1313214.83063772,10848.4546887592,105970.321361222,94973.1813891697,93236.3360374081,508706.985565114,22829.5213586357,622,0.423215748104041,1.47,12.811,32,59.851,37227.322,15755.18893014,1014128.25760854,482591.750684786
"1400:100:1",2018,"VL1218","OTB","MBS",3122682.16528131,362.774185826346,177597.689442791,334024.048093049,149294.465335407,989447.425875034,267042.852979443,2047.2,0.502828358672181,1.47,12.811,15,34.861,71367.4392,35885.5723155727,2426243.16428032,1169752.88542584
"1400:100:1",2018,"VL1824","OTB","MBS",4593579.7987582,31379.308105439,376973.226987503,459651.377687645,273742.844768434,1488143.0011087,169237.689048063,2087.3,0.502828358672181,1.47,12.811,21,43.681,91175.3513,45845.5522455385,3468746.10517452,1811365.41501776
"1400:100:1",2018,"VL2440","OTB","MBS",1630275.81464627,4516.6351477115,159719.614625002,95930.5844690305,108730.484340479,646297.275388586,29991.4538531097,674.5,0.502828358672181,1.47,12.811,32,59.851,40369.4995,20298.9291740024,1250112.83718546,573824.107943766
"1400:100:1",2019,"VL0612","OTB","MBS",180.156350466209,0,10.6108453417585,18.3659875163751,23.9943407567234,19.6675733990907,59.4424921014102,0.2,0.500663831533424,1.47,12.811,9,26.041,5.2082,2.60755736739238,124.57761948396,45.4675539834591
"1400:100:1",2019,"VL1218","OTB","MBS",2742827.55969771,2436.27376898024,239442.166972166,262145.706802983,82983.3468720126,882343.492678909,190198.008336409,2211.7,0.500663831533424,1.47,12.811,15,34.861,77102.0737,38602.2196378144,2122090.39318171,1049548.89216639
"1400:100:1",2019,"VL1824","OTB","MBS",4650904.50449335,73745.4362685595,450123.724330197,414457.325142157,263796.299556486,1583064.76638512,217880.331201726,2403,0.500663831533424,1.47,12.811,21,43.681,104965.443,52552.4008709832,3543720.19086209,1742775.09327525
"1400:100:1",2019,"VL2440","OTB","MBS",2021128.13948196,56886.2259633137,140504.389031326,234134.96791684,98844.5234738848,781554.901193099,68546.4291197665,907,0.500663831533424,1.47,12.811,32,59.851,54284.857,27178.464499864,1577352.02052336,727250.690210496
"1400:100:1",2020,"VL1218","OTB","MBS",3282428.77093501,2861.60670040069,246785.61198869,342445.69661601,139827.239706959,1218259.63252062,263160.742827279,1946.7,0.335314196709714,1.47,12.811,15,34.861,67863.9087,22755.7320313219,2533476.09729243,1052055.72194453
"1400:100:1",2020,"VL1824","OTB","MBS",4759007.91248631,60624.4363113497,549382.048332055,430047.721953057,324320.387819073,1771006.97100131,204119.915247042,2355,0.335314196709714,1.47,12.811,21,43.681,102868.755,34493.3539493533,3481388.83674412,1506261.95049576
"1400:100:1",2020,"VL2440","OTB","MBS",1903439.70395001,54463.7227748595,181230.639952159,147401.835479486,128951.268167042,768357.966054785,21341.837894698,909,0.335314196709714,1.47,12.811,32,59.851,54404.559,18242.6209984312,1482077.06212775,692377.258178268
"1400:100:1",2021,"VL1218","OTB","MBS",2178501.58629429,632.981522309711,161299.23773622,215661.698322671,104812.157221949,710661.654797408,165988.119929731,1319,0.49821880876196,1.47,12.811,15,34.861,45981.659,22908.9273718787,1674452.54716388,797802.772436743
"1400:100:1",2021,"VL1824","OTB","MBS",3260246.54611192,18985.0961923944,273798.351133552,367480.844094622,185522.044697758,1149822.34570891,184403.636731429,1576.8,0.49821880876196,1.47,12.811,21,43.681,68876.2008,34315.4187146256,2418114.98366375,1083889.00122341
"1400:100:1",2021,"VL2440","OTB","MBS",1561549.31507813,22489.6193845063,150310.436648886,129746.052359834,93759.0727202233,687808.663473025,47835.7105908591,551,0.49821880876196,1.47,12.811,32,59.851,32977.901,16430.2105516899,1193793.162182,458148.788118121
"1400:100:1",2022,"VL1218","OTB","MBS",0,0,0,0,0,0,0,1120.5,NA,1.47,12.811,15,34.861,39061.7505,NA,NA,NA
"1400:100:1",2022,"VL1824","OTB","MBS",0,0,0,0,0,0,0,1422.5,NA,1.47,12.811,21,43.681,62136.2225,NA,NA,NA
"1400:100:1",2022,"VL2440","OTB","MBS",0,0,0,0,0,0,0,292,NA,1.47,12.811,32,59.851,17476.492,NA,NA,NA
"1400:100:2",2017,"VL1218","OTB","MBS",4269266.33190616,0,517626.780596421,389141.899955081,232154.408968511,1164455.56380896,372337.944934822,3156,0.423215748104041,1.47,12.811,15,34.861,110021.316,46562.7535583311,3083780.48882781,1546986.98008403
"1400:100:2",2017,"VL1824","OTB","MBS",7743643.1061906,11898.7880483477,717085.945342648,836051.908669328,355580.348135418,2680108.82081912,266105.019351608,3654,0.423215748104041,1.47,12.811,21,43.681,159610.374,67549.6238375758,5779274.06825397,2833060.22808325
"1400:100:2",2017,"VL2440","OTB","MBS",4300039.62308655,35522.5846697683,346993.172855949,310983.727548749,305296.536346285,1665729.12781426,74753.8362558414,2036.7,0.423215748104041,1.47,12.811,32,59.851,121898.5317,51589.3782861997,3320699.39271914,1580216.42864904
"1400:100:2",2018,"VL1218","OTB","MBS",2142649.29541357,248.919938858083,121859.844841876,229192.839173654,102439.39793701,678915.982379181,183233.243249425,1404.7,0.502828358672181,1.47,12.811,15,34.861,48969.2467,24623.1259435741,1664783.00745631,802633.781827705
"1400:100:2",2018,"VL1824","OTB","MBS",5287469.37407007,36119.3530657441,433917.441268708,529084.65483272,315093.450314109,1712936.50863017,194802.123176771,2402.6,0.502828358672181,1.47,12.811,21,43.681,104947.9706,52770.8158027743,3992722.3649175,2084983.73311056
"1400:100:2",2018,"VL2440","OTB","MBS",3903960.7054361,10815.8177769957,382474.605696522,229721.393675875,260372.836629714,1547663.98696463,71819.4162543258,1615.2,0.502828358672181,1.47,12.811,32,59.851,96671.3352,48609.0888092642,2993598.59840172,1374115.19518276
"1400:100:2",2019,"VL1218","OTB","MBS",1792380.82562332,1592.05429231231,156470.481496076,171306.773089638,54227.8931293213,576593.141008648,124290.446918032,1445.3,0.500663831533424,1.47,12.811,15,34.861,50384.6033,25225.7485384696,1386741.98366213,685858.395735446
"1400:100:2",2019,"VL1824","OTB","MBS",3942527.0393895,62513.2974111759,381565.554082651,351331.490351466,223617.587264487,1341948.78448876,184695.062279615,2037,0.500663831533424,1.47,12.811,21,43.681,88978.197,44548.1650329558,3003977.54006911,1477333.69330074
"1400:100:2",2019,"VL2440","OTB","MBS",3092972.27960415,87054.1142635936,215016.63944375,358301.362148373,151263.725007444,1196028.88958768,104897.953272586,1388,0.500663831533424,1.47,12.811,32,59.851,83073.188,41591.7406017764,2413852.9266664,1112926.08380614
"1400:100:2",2020,"VL1218","OTB","MBS",2804067.93345914,2444.57386488228,210820.605505313,292539.7819245,119449.68389206,1040718.01966496,224809.326204225,1663,0.335314196709714,1.47,12.811,15,34.861,57973.843,19439.4525957201,2164262.98340643,898735.637537245
"1400:100:2",2020,"VL1824","OTB","MBS",3778914.98783414,48139.1490030675,436239.673197853,341481.630595421,257528.290964614,1406277.29756792,162082.480472174,1870,0.335314196709714,1.47,12.811,21,43.681,81683.47,27389.627127512,2764414.9149518,1196055.13691171
"1400:100:2",2020,"VL2440","OTB","MBS",2681358.13081187,76722.5489694252,255297.947699384,207643.619726603,181652.474024089,1082378.85097156,30064.0521717941,1280.5,0.335314196709714,1.47,12.811,32,59.851,76639.2055,25698.2136287032,2087788.42470251,975345.521559156
"1400:100:2",2021,"VL1218","OTB","MBS",4257905.29906496,1237.16934383202,315261.133346457,421513.160178806,204856.513508858,1388996.01673064,324425.605139383,2578,0.49821880876196,1.47,12.811,15,34.861,89871.658,44775.7503902223,3272735.91098445,1559314.28911442
"1400:100:2",2021,"VL1824","OTB","MBS",6972064.53163964,40599.7871389865,585520.065970533,785860.861420006,396740.445662632,2458904.71190415,394348.720864015,3372,0.49821880876196,1.47,12.811,21,43.681,147292.332,73383.8101888112,5171159.13553664,2317905.70276848
"1400:100:2",2021,"VL2440","OTB","MBS",4993556.97489595,71917.8028230491,480666.042423481,414904.799016384,299824.838716939,2199489.77321138,152970.094484744,1762,0.49821880876196,1.47,12.811,32,59.851,105457.462,52540.8910926997,3817538.2064695,1465078.33877337
"1400:100:2",2022,"VL1218","OTB","MBS",0,0,0,0,0,0,0,2217.5,NA,1.47,12.811,15,34.861,77304.2675,NA,NA,NA
"1400:100:2",2022,"VL1824","OTB","MBS",0,0,0,0,0,0,0,2931.5,NA,1.47,12.811,21,43.681,128050.8515,NA,NA,NA
"1400:100:2",2022,"VL2440","OTB","MBS",0,0,0,0,0,0,0,1548,NA,1.47,12.811,32,59.851,92649.348,NA,NA,NA
"1400:100:4",2017,"VL1218","OTB","MBS",2518813.02598519,0,305393.240009675,229588.788883511,136968.158903475,687014.024021638,219674.668399442,1862,0.423215748104041,1.47,12.811,15,34.861,64911.182,27471.4344504476,1819391.40373808,912702.711317001
"1400:100:4",2017,"VL1824","OTB","MBS",5577796.56691123,8570.77453290949,516521.677105049,602213.635363347,256126.840802523,1930499.8402835,191677.178690047,2632,0.423215748104041,1.47,12.811,21,43.681,114968.392,48656.4340285987,4162848.75414462,2040671.73517108
"1400:100:4",2017,"VL2440","OTB","MBS",325136.790865287,2685.95180396932,26237.0249029391,23514.2603439423,23084.2375398084,125949.961056314,5652.32522384228,154,0.423215748104041,1.47,12.811,32,59.851,9217.054,3900.80240392535,251086.417478641,119484.131198484
"1400:100:4",2018,"VL1218","OTB","MBS",5041716.17863634,585.715863819764,286739.763049657,539297.423877468,241042.886026339,1597509.07422076,431153.156483466,3305.3,0.502828358672181,1.47,12.811,15,34.861,115226.0633,57938.9322853958,3917282.8892613,1888620.65855707
"1400:100:4",2018,"VL1824","OTB","MBS",10221281.7397271,69822.8316464866,838811.935391873,1022781.02029908,609111.599926696,3311301.76239608,376574.736158543,4644.5,0.502828358672181,1.47,12.811,21,43.681,202876.4045,102012.009488048,7718388.00626793,4030511.5077133
"1400:100:4",2018,"VL2440","OTB","MBS",843054.416825229,2335.65951003969,82594.813315346,49607.9879359493,56227.1207382642,334215.700008212,15509.2944462041,348.8,0.502828358672181,1.47,12.811,32,59.851,20876.0288,10497.0592970972,646463.095048612,296738.100594197
"1400:100:4",2019,"VL1218","OTB","MBS",3943163.40770214,3502.45335074809,344228.56359574,376867.789189658,119299.113674663,1268480.97360486,273433.823441898,3179.6,0.500663831533424,1.47,12.811,15,34.861,110844.0356,55495.5995661232,3050774.7950267,1508859.99797995
"1400:100:4",2019,"VL1824","OTB","MBS",9909542.68123428,157127.188387443,959065.113845447,883071.78723589,562062.860478239,3372988.59920591,464231.08437488,5120,0.500663831533424,1.47,12.811,21,43.681,223646.72,111971.823745083,7550498.28431706,3713278.60073627
"1400:100:4",2019,"VL2440","OTB","MBS",1466264.95675759,41269.169441963,101931.519275207,169857.562171203,71708.5958608778,566993.522585512,49728.2804419034,658,0.500663831533424,1.47,12.811,32,59.851,39381.958,19717.1219855684,1144319.3269067,527597.52387928
"1400:100:4",2020,"VL1218","OTB","MBS",4073064.6422513,3550.8795117316,306228.655838024,424930.305001096,173507.309927637,1511700.8107653,326548.050738981,2415.6,0.335314196709714,1.47,12.811,15,34.861,84210.2316,28236.886163693,3143712.36483258,1305463.5033283
"1400:100:4",2020,"VL1824","OTB","MBS",9538223.92651183,121506.301226994,1101096.9291411,861921.548882559,650017.932274321,3549534.14145486,409106.581726556,4720,0.335314196709714,1.47,12.811,21,43.681,206174.32,69133.1764929715,6977560.64094787,3018919.91776645
"1400:100:4",2020,"VL2440","OTB","MBS",1133897.24938276,32444.5609269377,107960.826770181,87808.684171773,76817.5046341618,457718.194299963,12713.5370956864,541.5,0.335314196709714,1.47,12.811,32,59.851,32409.3165,10867.3039281084,882887.490805476,412455.759409827
"1400:100:4",2021,"VL1218","OTB","MBS",3190951.52746063,927.157165354331,236262.416456693,315889.614222441,153523.190108268,1040938.83022638,243130.437986535,1932,0.49821880876196,1.47,12.811,15,34.861,67351.452,33555.7601838284,2452647.70365475,1168578.43544184
"1400:100:4",2021,"VL1824","OTB","MBS",6362112.26686096,37047.9077777762,534295.742286871,717109.68878688,362031.539532598,2243787.01023993,359849.055189376,3077,0.49821880876196,1.47,12.811,21,43.681,134406.437,66963.8149320795,4718759.38910031,2115123.323671
"1400:100:4",2021,"VL2440","OTB","MBS",864378.47749334,12448.8818734563,83202.6917929407,71819.5026674217,51899.3052262579,380728.933501402,26478.9323597314,305,0.49821880876196,1.47,12.811,32,59.851,18254.555,9094.76264657969,660811.097033596,253603.231172463
"1400:100:4",2022,"VL1218","OTB","MBS",0,0,0,0,0,0,0,1626.5,NA,1.47,12.811,15,34.861,56701.4165,NA,NA,NA
"1400:100:4",2022,"VL1824","OTB","MBS",0,0,0,0,0,0,0,2529.5,NA,1.47,12.811,21,43.681,110491.0895,NA,NA,NA
"1400:100:4",2022,"VL2440","OTB","MBS",0,0,0,0,0,0,0,247,NA,1.47,12.811,32,59.851,14783.197,NA,NA,NA
"1400:101:1",2017,"VL1218","OTB","MBS",40582.379580857,0,4920.4066596618,3699.06749006731,2206.79095977672,11068.9692377278,3539.3340773272,30,0.423215748104041,1.47,12.811,15,34.861,1045.83,442.61172583965,29313.5027455115,14705.1994304565
"1400:101:1",2017,"VL1824","OTB","MBS",754443.608594377,1159.26889578867,69863.8742588896,81454.4278834923,34643.2960963899,261116.239795185,25925.9405826963,356,0.423215748104041,1.47,12.811,21,43.681,15550.436,6581.18940508401,563060.08984631,276017.909468428
"1400:101:1",2017,"VL2440","OTB","MBS",1233830.78299788,10192.6638586992,99564.3983979067,89232.0373051942,87600.1845341822,477955.566502014,21449.4731221651,584.4,0.423215748104041,1.47,12.811,32,59.851,34976.9244,14802.7852263245,952824.041392971,453419.001768792
"1400:101:1",2018,"VL1218","OTB","MBS",18304.115857452,2.12646064376522,1041.01810927779,1957.93697592643,875.114099269678,5799.80906140114,1565.31566810928,12,0.502828358672181,1.47,12.811,15,34.861,418.332,210.349192940051,14221.8239406818,6856.69921117139
"1400:101:1",2018,"VL1824","OTB","MBS",269589.194340957,1841.59691607161,22123.9018377661,26976.1384404429,16065.4905783228,87336.5197316223,9932.26508330746,122.5,0.502828358672181,1.47,12.811,21,43.681,5350.9225,2690.59557805704,203574.66482244,106305.88000751
"1400:101:1",2018,"VL2440","OTB","MBS",1056235.03484124,2926.27065908069,103480.313700706,62152.2096559916,70445.1025304514,418727.812223591,19431.082778071,437,0.502828358672181,1.47,12.811,32,59.851,26154.887,13151.4189014664,809932.260711708,371773.365710046
"1400:101:1",2019,"VL1218","OTB","MBS",5580.65018702341,4.95692542406794,487.17717202819,533.370565905605,168.840738311732,1795.24606278206,386.983332962806,4.5,0.500663831533424,1.47,12.811,15,34.861,156.8745,78.5413882398901,4317.67724796206,2135.44785221719
"1400:101:1",2019,"VL1824","OTB","MBS",315479.581453357,5002.29134905335,30532.737022814,28113.4182264551,17893.7980972564,107382.254232532,14779.2317877159,163,0.500663831533424,1.47,12.811,21,43.681,7120.003,3564.72798250947,240377.191473375,118215.705453127
"1400:101:1",2019,"VL2440","OTB","MBS",718648.098106873,20226.9105547615,49958.8373347329,83250.8568392294,35145.9303421476,277895.761449586,24372.9034080758,322.5,0.500663831533424,1.47,12.811,32,59.851,19301.9475,9663.78699140699,560855.597154117,258586.932296456
"1400:101:1",2020,"VL1218","OTB","MBS",10116.9017442904,8.81986962675509,760.62756045212,1055.4652384528,430.96698938807,3754.84553096198,811.097989913018,6,0.335314196709714,1.47,12.811,15,34.861,209.166,70.136329268984,7808.52549635514,3242.58197548014
"1400:101:1",2020,"VL1824","OTB","MBS",175810.483391214,2239.62885736196,20295.6425498466,15887.1132950811,11981.2627347174,65425.7352344435,7540.73572250219,87,0.335314196709714,1.47,12.811,21,43.681,3800.247,1274.2767701035,128611.816898827,55645.3459418816
"1400:101:1",2020,"VL2440","OTB","MBS",675312.766252891,19322.9379481762,64297.9993229608,52296.0307394216,45750.0373859966,272602.248682803,7571.77417056118,322.5,0.335314196709714,1.47,12.811,32,59.851,19301.9475,6472.21702089557,525819.419731793,245645.396878428
"1400:101:1",2021,"VL1218","OTB","MBS",13213.0498031496,3.83916010498688,978.312283464567,1308.03152887139,635.706791338583,4310.3057152231,1006.7512960105,8,0.49821880876196,1.47,12.811,15,34.861,278.888,138.947247138006,10155.891112442,4838.83410120845
"1400:101:1",2021,"VL1824","OTB","MBS",558261.394882178,3250.87263568397,46883.2793036904,62924.8020709969,31767.4734071503,196887.387963855,31575.9651937379,270,0.49821880876196,1.47,12.811,21,43.681,11793.87,5875.92786209342,414060.784873931,185597.431716338
"1400:101:1",2021,"VL2440","OTB","MBS",867212.5052884,12489.6978795988,83475.4875037373,72054.9764466591,52069.4668827374,381977.225086653,26565.7485314027,306,0.49821880876196,1.47,12.811,32,59.851,18314.406,9124.5815405029,662977.690794362,254434.717176307
"1400:101:1",2022,"VL1218","OTB","MBS",0,0,0,0,0,0,0,20,NA,1.47,12.811,15,34.861,697.22,NA,NA,NA
"1400:101:1",2022,"VL1824","OTB","MBS",0,0,0,0,0,0,0,266,NA,1.47,12.811,21,43.681,11619.146,NA,NA,NA
"1400:101:1",2022,"VL2440","OTB","MBS",0,0,0,0,0,0,0,285,NA,1.47,12.811,32,59.851,17057.535,NA,NA,NA
"1400:101:2",2017,"VL2440","OTB","MBS",1055.6389313808,8.72062274016015,85.1851457887635,76.3450011166959,74.9488231811963,408.928444988034,18.3517052722152,0.5,0.423215748104041,1.47,12.811,32,59.851,29.9255,12.6649428698875,815.215641164417,387.935490904168
"1400:101:2",2018,"VL1218","OTB","MBS",9304.59222753809,1.08095082724732,529.184205549545,995.284629429267,444.849667128753,2948.23627287891,795.702131288883,6.1,0.502828358672181,1.47,12.811,15,34.861,212.6521,106.927506411192,7229.42716984658,3485.48876567879
"1400:101:2",2018,"VL2440","OTB","MBS",4834.02761941072,13.3925430621542,473.594113046709,284.449472109801,322.403215242341,1916.37442665259,88.9294406319041,2,0.502828358672181,1.47,12.811,32,59.851,119.702,60.1895601897774,3706.78380188425,1701.47993459975
"1400:101:2",2019,"VL1218","OTB","MBS",620.072243002601,0.550769491563104,54.1307968920211,59.2633962117338,18.7600820346368,199.471784753563,42.9981481069785,0.5,0.500663831533424,1.47,12.811,15,34.861,17.4305,8.72682091554335,479.741916440229,237.271983579688
"1400:101:2",2019,"VL1824","OTB","MBS",3870.91510985714,61.3778079638448,374.634810095878,344.949916889019,219.555804874312,1317.57367156481,181.340267333938,2,0.500663831533424,1.47,12.811,21,43.681,87.362,43.738993650423,2949.41339231135,1450.49945341261
"1400:101:2",2020,"VL1824","OTB","MBS",1010.405076961,12.8714302147239,116.641623849693,91.305248822305,68.8578318087204,376.009972611744,43.3375616235758,0.5,0.335314196709714,1.47,12.811,21,43.681,21.8405,7.3234297132385,739.148372981766,319.800838746446
"1400:101:2",2020,"VL2440","OTB","MBS",2093.99307365238,59.9160866610115,199.373641311506,162.15823485092,141.86058104185,845.278290489312,23.4783695211199,1,0.335314196709714,1.47,12.811,32,59.851,59.851,20.0688899872731,1630.44781312184,761.691153111406
"1400:101:2",2021,"VL2440","OTB","MBS",2834.02779506013,40.8160061424796,272.795710796527,235.473779237448,170.161656479534,1248.2915852505,86.8161716712506,1,0.49821880876196,1.47,12.811,32,59.851,59.851,29.8188939232121,2166.59376076589,831.48600384414
"1400:101:2",2022,"VL1218","OTB","MBS",0,0,0,0,0,0,0,2,NA,1.47,12.811,15,34.861,69.722,NA,NA,NA
