"year","gear","species","yearly_kg","yearly_value","price"
"2016","OTB","HKE",1974.78783958603,13903.1400517464,7.04032087551285
"2016","OTB","HOM",1176.71936758893,1202.85411067194,1.0222098350744
"2016","OTB","JAX",1392.27038626609,1644.28575107296,1.18101036069778
"2016","OTB","MTS",2678.70229007634,10141.5309541985,3.78598659200365
"2016","OTB","MUT",2480.25404157044,11656.8080831409,4.69984440616416
"2016","OTB","MUX",1104.83615819209,6804.2881920904,6.15864003149993
"2016","OTB","MZZ",1992.80549682875,5436.15374207188,2.72788977686116
"2016","OTB","OCC",1492.59259259259,8199.67092592593,5.49357605459057
"2016","OTB","PAC",2182.40878378378,5793.66168918919,2.65470966403661
"2016","OTB","SBG",2020.78571428571,13393.5880769231,6.62791110518975
"2016","OTB","SQM",1714.82134570766,4047.32090487239,2.36019974617366
"2016","PS","AMB",1396.63636363636,13686.7327272727,9.79978259454534
"2016","PS","ANE",36870.66359447,68484.9101290323,1.85743633155829
"2016","PS","BFT",178658,1786086.466,9.99723754883632
"2016","PS","BON",1046.05555555556,4456.13777777778,4.25994370386107
"2016","PS","DOL",36,177.515555555556,4.93098765432099
"2016","PS","FRI",5712.18181818182,8141.16348484848,1.42522835301482
"2016","PS","HMM",851.695652173913,714.798695652174,0.839265404053295
"2016","PS","HMY",565.666666666667,1729.12222222222,3.05678648595561
"2016","PS","HOM",398.357142857143,407.234107142857,1.0222839340147
"2016","PS","LTA",1650.74193548387,3158.00709677419,1.9130834619819
"2016","PS","MAC",3418.5243902439,9200.10792682927,2.69125121736308
"2016","PS","MAZ",270.882352941176,297.697058823529,1.09899022801303
"2016","PS","PIL",21217.9527777778,31607.7462416667,1.48966993058682
"2016","PS","SAA",8293.04166666667,3282.2284375,0.395781013701245
"2016","PS","SLM",996.384615384615,544.132307692308,0.546106693430093
"2017","OTB","ARA",772.025518341308,28211.2573046252,36.5418715241912
"2017","OTB","CTC",1111.2625994695,9462.49154376658,8.51508144725096
"2017","OTB","DPS",812.732867132867,11586.0515664336,14.2556700177593
"2017","OTB","EOI",971.167315175097,3854.83809338521,3.96928318442245
"2017","OTB","HKE",1361.41617523168,10428.0227514743,7.65968771430216
"2017","OTB","HOM",899.358757062147,967.941274011299,1.07625712921636
"2017","OTB","JAX",1032.49385749386,1309.4642997543,1.26825384020465
"2017","OTB","MTS",2172.65205479452,9631.14698630137,4.43289893798123
"2017","OTB","MUT",1762.42676311031,9555.58690777577,5.42183488573006
"2017","OTB","MUX",1132.97530864198,7372.77283950617,6.50744352791187
"2017","OTB","MZZ",1221.07644305772,3548.66839313573,2.90618037331834
"2017","OTB","OCC",1129.80560420315,7862.5171033275,6.95917693634818
"2017","OTB","PAC",1272.69326683292,4051.47681795511,3.18338827079455
"2017","OTB","SBG",863.334532374101,5673.27971223022,6.57135733541105
"2017","OTB","SQM",1578.6191369606,6277.60853658537,3.97664540458567
"2017","PS","AMB",973.741935483871,9262.20870967742,9.51197475650964
"2017","PS","ANE",29457.6231155779,51168.665879397,1.73702629294411
"2017","PS","BFT",159075.428571429,1590681.16571429,9.99954034384407
"2017","PS","BON",691.208333333333,2990.03145833333,4.32580354451745
"2017","PS","DOL",155.888888888889,939.009444444445,6.02358161083393
"2017","PS","FRI",9539.71052631579,6651.72157894737,0.697266605794615
"2017","PS","HMM",307.483870967742,285.972258064516,0.930039865715485
"2017","PS","HMY",439.809523809524,1096.71904761905,2.49362278042443
"2017","PS","HOM",322.897435897436,347.549230769231,1.07634558881919
"2017","PS","LTA",2195.53488372093,4630.10906976744,2.10887520125413
"2017","PS","MAC",3892.55555555556,3389.53768888889,0.870774389860988
"2017","PS","MAZ",1377.2,509.036,0.36961661341853
"2017","PS","PIL",12996.4041666667,24147.9503958333,1.85804858683668
"2017","PS","SAA",10820.8333333333,4283.09696428571,0.395819511524286
"2017","PS","SLM",1017,591.5575,0.58166912487709
"2018","OTB","ARA",1464.65727699531,48464.7797652582,33.0895019104279
"2018","OTB","CTC",1159.42372881356,10764.4710169492,9.28432871385551
"2018","OTB","DPS",1698.69038461538,20928.8653269231,12.3205885642673
"2018","OTB","EOI",1125.55981941309,4425.54124153499,3.93185787659213
"2018","OTB","HKE",2679.13837209302,15357.4206162791,5.73222375381881
"2018","OTB","HOM",1573.19240506329,1845.4233164557,1.17304362169321
"2018","OTB","JAX",1127.15652173913,1593.92408695652,1.41411069023244
"2018","OTB","MTS",2980.77734375,13253.82984375,4.44643403893961
"2018","OTB","MUT",2297.28743961353,13289.3914975845,5.78481876861705
"2018","OTB","MUX",1208.60752688172,8112.95725806452,6.71264829782786
"2018","OTB","MZZ",802.931034482759,1786.20327586207,2.22460360747262
"2018","OTB","OCC",1575.99497487437,12952.9487939698,8.21890234453468
"2018","OTB","PAC",1954.63157894737,5168.92495356037,2.64444973120919
"2018","OTB","SBG",1744.14948453608,13314.8858762887,7.63402792842049
"2018","OTB","SQM",1977.33547008547,6042.96512820513,3.05611527210601
"2018","PS","AMB",3012.28571428571,26751.9157142857,8.88093569192829
"2018","PS","ANE",103764.56281407,163038.074301508,1.5712307735893
"2018","PS","BFT",497829.222222222,4599034.30222222,9.23817666165305
"2018","PS","BON",4141.19047619048,17169.6476190476,4.14606565859829
"2018","PS","DOL",33.6,147.22,4.38154761904762
"2018","PS","FRI",135.5,114.11,0.842140221402214
"2018","PS","HMM",1551.75,1523.42125,0.981743998711133
"2018","PS","HMY",88.6666666666667,261.793333333333,2.95255639097744
"2018","PS","HOM",1607.35820895522,1904.14432835821,1.18464217730029
"2018","PS","LTA",2843.6,5770.224,2.02919679279786
"2018","PS","MAC",2391.50847457627,4734.91062711864,1.97988452788468
"2018","PS","MAZ",359.5,144.0075,0.40057719054242
"2018","PS","PIL",43286.781420765,87411.9266557377,2.01936766344576
"2018","PS","SAA",27651.862745098,12552.6801960784,0.453954234902446
"2018","PS","SLM",509.5,311.2825,0.610956820412169
"2019","OTB","ARA",1086.57852882704,38270.8691848907,35.2214480311921
"2019","OTB","CTC",1201.07894736842,10309.8663486842,8.58383736662212
"2019","OTB","DPS",1180.62222222222,15545.9743247863,13.1676111394252
"2019","OTB","EOI",1011.56719367589,4173.81019762846,4.12608299648532
"2019","OTB","HKE",1530.80678314491,11248.6974922919,7.34821508249551
"2019","OTB","HOM",1745.61641221374,1747.86354961832,1.00128730309182
"2019","OTB","JAX",647.723076923077,501.523076923077,0.774286257184932
"2019","OTB","MTS",2593.39285714286,11385.9848571429,4.39038182193762
"2019","OTB","MUT",2134.96435643564,11237.8025742574,5.26369563987434
"2019","OTB","MUX",1389.95744680851,8723.59446808511,6.27615938035758
"2019","OTB","MZZ",377.36,834.2446,2.21073934704261
"2019","OTB","OCC",1723.71822033898,11180.8728389831,6.48648526601073
"2019","OTB","PAC",1762.8152173913,4432.74877717391,2.51458504183649
"2019","OTB","SBG",856.872549019608,7824.76406862745,9.1317712039908
"2019","OTB","SQM",807.448888888889,3140.23097777778,3.88907709328695
"2019","PS","AMB",1786.33333333333,17553.4855555556,9.82654537538098
"2019","PS","ANE",65716.6586538462,120988.595384615,1.84106431859092
"2019","PS","BFT",187892.5,1816775.581,9.66922884628178
"2019","PS","BON",5562.375,23807.3170833333,4.28006329730256
"2019","PS","DOL",4295.66666666667,17966.8533333333,4.18255296034764
"2019","PS","FRI",7899.92,7840.1004,0.992427822053894
"2019","PS","HMM",623.333333333333,757.867333333333,1.21582994652406
"2019","PS","HMY",990.222222222222,2504.36,2.52908886894075
"2019","PS","HOM",4461.73770491803,4499.52590163934,1.00846939000463
"2019","PS","LTA",18744.0625,35557.208125,1.89698514529601
"2019","PS","MAC",1689.89830508475,3683.1996440678,2.17953922610928
"2019","PS","MAZ",366.5,153.2,0.418008185538881
"2019","PS","PIL",31918.7319587629,70209.4970463918,2.19963302856449
"2019","PS","SAA",20900.2835820896,8014.76671641791,0.383476457864244
"2019","PS","SLM",2475.42857142857,1720.75571428571,0.6951344644506
"2020","OTB","ARA",1039.29566854991,35972.6661205273,34.6125430992306
"2020","OTB","CTC",882.990384615385,8191.88907051282,9.27743859190615
"2020","OTB","DPS",1549.32152974504,17085.9366855524,11.0280121701814
"2020","OTB","EOI",917.455223880597,3434.17576492537,3.74315353549321
"2020","OTB","HKE",1122.12017640573,10582.6403969129,9.43093317402971
"2020","OTB","HOM",1542.59300184162,1551.35033149171,1.00567701891532
"2020","OTB","JAX",358.450980392157,366.369411764706,1.02209069525737
"2020","OTB","MTS",2530.52380952381,11026.2701465201,4.35730741003976
"2020","OTB","MUT",2273.93695271454,11533.9985814361,5.07225961901329
"2020","OTB","MUX",583.163043478261,3787.13163043478,6.49412145160388
"2020","OTB","MZZ",6,12.05,2.00833333333333
"2020","OTB","OCC",808.377672209026,4943.64850356295,6.11551836909796
"2020","OTB","PAC",1622.83887468031,4360.29698209719,2.68683296298047
"2020","OTB","SBG",656.076305220884,4178.71156626506,6.36924627975735
"2020","OTB","SQM",876.96935483871,3008.1575,3.43017402307433
"2020","PS","AMB",1821.62857142857,16171.5768571429,8.87753799582791
"2020","PS","ANE",52902.6076555024,94610.3863492823,1.7883879555688
"2020","PS","BFT",272861.315789474,2445164.59315789,8.96119915746673
"2020","PS","BON",2111.78571428571,10158.8269047619,4.81053870003946
"2020","PS","DOL",48,233.578888888889,4.86622685185185
"2020","PS","FRI",3844.5,2235.6475,0.581518402913253
"2020","PS","HMM",566.105263157895,668.714210526316,1.18125418371142
"2020","PS","HMY",481,1396.17166666667,2.9026437976438
"2020","PS","HOM",1194.02597402597,1201.83584415584,1.00654078747009
"2020","PS","LTA",4757,9186.12434782609,1.93107512041751
"2020","PS","MAC",1965.72222222222,3851.76518518519,1.95946565676549
"2020","PS","MAZ",3755,2509.29,0.668252996005326
"2020","PS","PIL",26789.0795454545,53181.4570397727,1.98519165055808
"2020","PS","SAA",20975.4252873563,9369.37724137931,0.446683541002004
"2020","PS","SLM",1088.17647058824,774.516470588235,0.711756311151954
"2021","OTB","ARA",654.721286370597,28860.7320520674,44.0809435295053
"2021","OTB","CTC",526.033185840708,4977.62851769912,9.46257508401082
"2021","OTB","DPS",1021.01403180543,12511.3288868101,12.2538265852103
"2021","OTB","EOI",456.804938271605,2027.0562962963,4.43746581191961
"2021","OTB","HKE",1147.11724137931,9249.29903448276,8.06308082629921
"2021","OTB","HOM",1170.26841243863,1293.68700490998,1.10546178223693
"2021","OTB","JAX",204.076923076923,126.240512820513,0.618592788038698
"2021","OTB","MTS",1457.31531531532,6711.92855855856,4.60568038229003
"2021","OTB","MUT",1291.7688172043,8078.74974462366,6.254021336502
"2021","OTB","MUX",605.555555555556,4954.60171717172,8.18191109257715
"2021","OTB","MZZ",72.5901639344262,250.336885245902,3.44863369467028
"2021","OTB","OCC",542.75073313783,4125.52083577713,7.60113360312949
"2021","OTB","PAC",971.864150943396,3096.08126415094,3.18571403333023
"2021","OTB","SBG",492.542372881356,5155.58345762712,10.4672891947694
"2021","OTB","SQM",1049.56348373557,3091.17563483736,2.94520120291852
"2021","PS","AMB",1708,21572.3452,12.6301786885246
"2021","PS","ANE",47996.2533333333,94694.1792,1.97294939966147
"2021","PS","BFT",316024,3083066.8235,9.75579963388856
"2021","PS","BON",2685.25,13178.1225,4.90759612699004
"2021","PS","DOL",40.5,327.26,8.08049382716049
"2021","PS","FRI",5136.62857142857,4632.882,0.901930504722386
"2021","PS","HMM",1352.22222222222,1456.73185185185,1.07728731854287
"2021","PS","HMY",721.5,2652.5705,3.67646638946639
"2021","PS","HOM",1519.90361445783,1674.50734939759,1.10171943369903
"2021","PS","LTA",1149.78048780488,2475.20853658537,2.15276616957638
"2021","PS","MAC",2257.4,5189.0318,2.29867626472933
"2021","PS","MAZ",3371.40963855422,1739.99024096386,0.516101698549461
"2021","PS","PIL",24740.0697674419,42849.2085488372,1.73197605955126
"2021","PS","SAA",17259.206185567,7310.20257731959,0.423553812308745
"2021","PS","SLM",1657.14285714286,1330.345,0.802794396551724
"2022","OTB","ARA",888.137996219282,34773.2362570888,39.1529654232959
"2022","OTB","CTC",506.732997481108,4770.90274559194,9.41502284103731
"2022","OTB","DPS",1564.2349537037,15935.996099537,10.1877253553277
"2022","OTB","EOI",720.899441340782,3325.74896648045,4.61333270045954
"2022","OTB","HKE",1265.85334555454,9616.99382218148,7.59724169940755
"2022","OTB","HOM",1643.96336206897,1801.62045258621,1.09590061077689
"2022","OTB","JAX",77.8181818181818,0,0
"2022","OTB","MTS",1523.55182072829,7059.78324929972,4.63376640902506
"2022","OTB","MUT",1929.5406779661,11299.1548305085,5.85587801259455
"2022","OTB","MUX",266.603174603175,2241.28666666667,8.406826625387
"2022","OTB","MZZ",198.961538461538,0,0
"2022","OTB","OCC",599.448905109489,5066.02328467153,8.45113443613051
"2022","OTB","PAC",840.597826086957,2922.28052173913,3.47643121484451
"2022","OTB","SBG",469.896226415094,4552.32466981132,9.68793621634644
"2022","OTB","SQM",958.577127659574,3056.20424202128,3.18827160990497
"2022","PS","AMB",1300.08333333333,14567.0225,11.2046836741235
"2022","PS","ANE",56434.8361581921,121980.903389831,2.16144693054316
"2022","PS","BFT",372702.142857143,3681844.07392857,9.8787842905959
"2022","PS","BON",4251.78787878788,17766.616969697,4.17862261152171
"2022","PS","DOL",38.7777777777778,214.422222222222,5.52951289398281
"2022","PS","FRI",3722.3275862069,16376.1563793103,4.39943986660182
"2022","PS","HMM",1458.86206896552,2134.25931034483,1.46296168482757
"2022","PS","HMY",835.875,2304.08375,2.75649319575295
"2022","PS","HOM",1924.40677966102,2108.95813559322,1.09590038752862
"2022","PS","LTA",2470.15909090909,4906.77340909091,1.9864199950316
"2022","PS","MAC",1907.54901960784,4597.44647058824,2.41013280567405
"2022","PS","MAZ",5597.33333333333,0,0
"2022","PS","PIL",38698.9529411765,65312.9681,1.68771925688216
"2022","PS","SAA",14295.0151515152,5588.40575757576,0.390933881380562
"2022","PS","SLM",1951,1658.41555555556,0.850033601002335
