"cscode","year","vessel_length","gear_type","supra_region","GVL_disagg","Other_income_disagg","Repair_maintenance_costs_disagg","Other_variable_costs_disagg","Other_non_variable_costs_disagg","Personnel_costs_disagg","Value_of_unpaid_labour_disagg","totfishdays","Energy_consumption","Energy_Costs","GVA","Gross_profit"
"1300:391:2",2018,"VL1218","OTB","MBS",1138.02007285492,0.250855608645676,70.0017700984922,128.539170084969,48.003321575875,368.746735333228,68.1274008880074,0.5,305.384283525116,116.94635900397,774.780307700261,337.906171479025
"1300:391:2",2018,"VL1824","OTB","MBS",138129.600934665,1030.25938815681,11606.4666908093,13430.9921041286,7228.12606664844,43275.353180545,4927.3321959199,49,54757.4068215528,26010.6003686396,80883.6750925956,32680.9897161307
"1300:391:2",2018,"VL2440","OTB","MBS",605381.795014125,1574.51537062923,66126.7779540856,105790.598896128,69098.6479107811,223044.464180002,2447.84140778502,53.5,162057.334844122,77274.5290184169,288665.756605343,63173.4510175561
"1300:391:2",2019,"VL1824","OTB","MBS",141339.79288231,1661.81293516143,13416.1432729501,13832.2685151852,7387.23825207767,45301.7597372755,4984.6193060396,52.5,58668.6501659494,27868.500394971,80497.4553822877,30211.0763389726
"1300:391:2",2019,"VL2440","OTB","MBS",876330.55655347,11289.8797227888,77200.4084351412,160749.492948235,89976.6980717295,314565.981440843,6066.10161413747,78.6,238087.972313047,113528.560389674,446165.276431478,125533.193376498
"1300:391:2",2020,"VL1824","OTB","MBS",110510.694072715,1488.72603423485,13265.8035980828,10339.2479760356,6259.15471386511,39475.0904156111,4340.35102444368,39.5,44141.1748867619,20967.7288685972,61167.4849503689,17352.0435103141
"1300:391:2",2020,"VL2440","OTB","MBS",658268.883806709,6879.27319529838,76098.2468886816,132224.128183471,64282.0929350867,242359.845784033,1392.19396086551,59.3,179626.167406662,85651.9545942453,306891.734400523,63139.6946556243
"1300:391:2",2021,"VL1218","OTB","MBS",23985.3782364519,3.83865634431177,1608.85405589818,2135.10312163758,1073.78682981236,8368.03306521454,1240.75382642698,8,4886.14853640186,1871.14174406351,17300.3311413846,7691.54424974308
"1300:391:2",2021,"VL1824","OTB","MBS",229082.230445318,1117.37880285554,19704.3051013435,25639.1064803288,11910.5382158376,81798.5268993522,12247.6431062451,84.5,94428.5893147185,44855.0149214294,128090.644529234,34044.4745236366
"1300:391:2",2021,"VL2440","OTB","MBS",1412696.99820778,12707.8932825972,128888.528453001,213838.891263722,151471.457851114,491493.323430804,8510.00191302378,98,296852.688125681,141549.6045571,789656.409365436,289653.084021609
"1300:391:2",2022,"VL1218","OTB","MBS",101912.313734871,2.81160757511035,10238.6423124021,6332.17209739428,3603.95104086573,33986.3113313399,3941.38828420903,32,19544.5941456074,7484.56697625406,74255.7929155301,36328.0932999812
"1300:391:2",2022,"VL1824","OTB","MBS",215315.94128307,1789.88274694595,18614.0611064006,16746.469779163,7689.4542233777,72276.4056002482,6316.972626852,68,75989.8706911344,36096.3433687243,137959.495552351,59366.1173252504
"1300:391:2",2022,"VL2440","OTB","MBS",1457968.43298392,13417.2432775338,153598.138284774,276445.088996621,69170.5992246861,490935.681706525,6749.85525705738,99,299881.797188188,142993.988277071,829177.861478297,331492.324514715
"1300:391:2",2023,"VL1218","OTB","MBS",9711.34223947598,1.95925714704708,862.790497217764,1172.44440497625,398.658498651654,3428.12471749916,513.021344598063,3,1832.3057011507,701.678154023818,6577.72994175354,2636.58387965631
"1300:391:2",2023,"VL1824","OTB","MBS",279206.674899515,7803.18932778933,26188.726015246,29102.3141233541,17378.9297574498,103648.728482328,8737.07323631324,88,98339.8326591152,46712.9149477608,167626.979383494,55241.1776648518
"1300:391:2",2023,"VL2440","OTB","MBS",1225728.26464384,41851.8412916396,139140.908355448,256593.21804955,126139.155393894,441882.718340911,10347.6106127246,82,248386.94312557,118439.465037574,627267.359099014,175037.030145378
"1300:391:2",2024,"VL1218","OTB","MBS",0,0,0,0,0,0,0,3,1832.3057011507,701.678154023818,-701.678154023818,-701.678154023818
"1300:391:2",2024,"VL1824","OTB","MBS",0,0,0,0,0,0,0,24,26819.9543615769,12739.8858948439,-12739.8858948439,-12739.8858948439
"1300:391:2",2024,"VL2440","OTB","MBS",0,0,0,0,0,0,0,18,54523.9631251252,25998.9069594674,-25998.9069594674,-25998.9069594674
"1300:391:3",2014,"VL2440","OTB","MBS",17685.6522678746,138.66598613415,932.664967462039,1881.72396707924,1287.85929564885,3184.48844200587,42.9894155927013,1,3029.10906250695,1444.38371997041,12277.6863038482,9050.20844624966
"1300:391:3",2015,"VL1218","OTB","MBS",1926.99582178677,0.384792161864456,184.798437010841,146.897521015711,66.884706359789,723.662230274219,54.3120006956925,1,610.768567050232,233.892718007939,1294.90723155435,516.933000584443
"1300:391:3",2015,"VL2440","OTB","MBS",26423.5464188976,614.506359505062,2367.72220112486,5033.07438110236,2365.37566974128,7021.86130753656,231.787915410574,2,6058.21812501391,2888.76743994082,14383.1130864934,7129.46386354625
"1300:391:3",2017,"VL2440","OTB","MBS",46257.3811092994,1688.13050672948,4481.19170039917,7971.33387262649,4721.08371561561,15038.2078606655,132.13158890221,3.6,10904.792625025,5199.78139189348,25572.1209354942,10401.7814859265
"1300:391:3",2018,"VL1824","OTB","MBS",1409.48572382311,10.5128508995593,118.433333579687,137.050939838047,73.7563884351881,441.585236536173,50.2788999583663,0.5,558.749049199518,265.414289475914,825.343623393832,333.479486899292
"1300:391:3",2018,"VL2440","OTB","MBS",39604.4164962512,103.00567845238,4326.05089419251,6920.88030161585,4520.47229322867,14591.6939183179,160.139157518646,3.5,10601.8817187743,5055.34301989643,18884.6756657701,4132.84258993357
"1300:391:3",2019,"VL1824","OTB","MBS",2692.18653109162,31.6535797173605,255.54558615143,263.471781241622,140.709300039575,862.89066166239,94.9451296388495,1,1117.49809839904,530.828578951828,1533.28486442453,575.449073123287
"1300:391:3",2019,"VL2440","OTB","MBS",33447.731166163,430.911439801099,2946.58047462371,6135.47683008531,3434.22511724158,12006.3351694978,231.530595959446,3,9087.32718752086,4333.15115991123,17029.2090241022,4791.34325864495
"1300:391:3",2020,"VL1824","OTB","MBS",1398.86954522424,18.844633344745,167.921564532694,130.876556658679,79.2298065046217,499.684688805204,54.9411522081479,0.5,558.749049199518,265.414289475914,774.271961397075,219.646120383724
"1300:391:3",2020,"VL2440","OTB","MBS",33301.9671403057,348.023939053881,3849.82699268204,6689.24763154151,3252.04517378179,12261.0377293777,70.4313976829095,3,9087.32718752086,4333.15115991123,15525.720121443,3194.25099438235
"1300:391:3",2021,"VL1218","OTB","MBS",5996.34455911298,0.959664086077943,402.213513974544,533.775780409395,268.44670745309,2092.00826630363,310.188456606745,2,1221.53713410046,467.785436015878,4325.08278534615,1922.88606243577
"1300:391:3",2021,"VL1824","OTB","MBS",2711.03231296234,13.2234177852726,233.187042619449,303.42137846543,140.953114980326,968.029904134345,144.942521967397,1,1117.49809839904,530.828578951828,1515.86561573058,402.893189628835
"1300:391:3",2021,"VL2440","OTB","MBS",14415.2754919161,129.672380434665,1315.18906584695,2182.02950269104,1545.62712092973,5015.23799419188,86.8367542145284,1,3029.10906250695,1444.38371997041,8057.71846291262,2955.64371450621
"1300:391:3",2022,"VL1218","OTB","MBS",3184.75980421472,0.0878627367221985,319.957572262566,197.880378043571,112.623470027054,1062.07222910437,123.168383881532,1,610.768567050232,233.892718007939,2320.49352861032,1135.25291562441
"1300:391:3",2022,"VL1824","OTB","MBS",3166.41090122162,26.3218051021463,273.736192741185,246.271614399456,113.080209167319,1062.88831765071,92.8966562772353,1,1117.49809839904,530.828578951828,2028.81611106398,873.031137136035
"1300:391:3",2022,"VL2440","OTB","MBS",29453.9077370488,271.055419748157,3102.99269262171,5584.74927265901,1397.38584292295,9917.89255972778,136.360712263786,2,6058.21812501391,2888.76743994082,16751.0679086525,6696.81463666091
"1300:391:3",2023,"VL1218","OTB","MBS",3237.11407982533,0.653085715682361,287.596832405921,390.81480165875,132.886166217218,1142.70823916639,171.007114866021,1,610.768567050232,233.892718007939,2192.57664725118,878.86129321877
"1300:391:3",2024,"VL1218","OTB","MBS",0,0,0,0,0,0,0,1,610.768567050232,233.892718007939,-233.892718007939,-233.892718007939
"1300:391:3",2024,"VL1824","OTB","MBS",0,0,0,0,0,0,0,1.5,1676.24714759855,796.242868427742,-796.242868427742,-796.242868427742
"1300:391:4",2015,"VL2440","OTB","MBS",13211.7732094488,307.253179752531,1183.86110056243,2516.53719055118,1182.68783487064,3510.93065376828,115.893957705287,1,3029.10906250695,1444.38371997041,7191.55654324669,3564.73193177312
"1300:391:4",2016,"VL2440","OTB","MBS",11202.5947539461,83.7746016713092,1082.61290668524,2325.17578644383,758.936040389972,2944.20385654596,64.5099103992572,1,3029.10906250695,1444.38371997041,5675.26090212801,2666.5471351828
"1300:391:4",2017,"VL2440","OTB","MBS",38547.8175910829,1406.77542227457,3734.32641699931,6642.77822718874,3934.23642967968,12531.8398838879,110.109657418509,3,9087.32718752086,4333.15115991123,21310.1007795785,8668.15123827206
"1300:391:4",2018,"VL1218","OTB","MBS",682.812043712953,0.150513365187406,42.0010620590953,77.1235020509816,28.801992945525,221.248041199937,40.8764405328044,0.3,183.23057011507,70.1678154023818,464.868184620157,202.743702887415
"1300:391:4",2018,"VL1824","OTB","MBS",4228.45717146933,31.5385526986778,355.30000073906,411.152819514142,221.269165305564,1324.75570960852,150.836699875099,1.5,1676.24714759855,796.242868427742,2476.0308701815,1000.43846069788
"1300:391:4",2018,"VL2440","OTB","MBS",33946.6427110724,88.2905815306112,3708.04362359358,5932.18311567073,3874.69053705315,12507.166215701,137.262135015983,3,9087.32718752086,4333.15115991123,16186.8648563744,3542.43650565736
"1300:391:4",2019,"VL2440","OTB","MBS",11149.2437220543,143.637146600366,982.193491541237,2045.15894336177,1144.74170574719,4002.11172316595,77.1768653198152,1,3029.10906250695,1444.38371997041,5676.40300803408,1597.11441954832
"1300:391:4",2020,"VL1824","OTB","MBS",8393.21727134543,113.06780006847,1007.52938719617,785.259339952071,475.37883902773,2998.10813283122,329.646913248887,3,3352.49429519711,1592.48573685548,4645.63176838245,1317.87672230234
"1300:391:4",2021,"VL1824","OTB","MBS",2711.03231296234,13.2234177852726,233.187042619449,303.42137846543,140.953114980326,968.029904134345,144.942521967397,1,1117.49809839904,530.828578951828,1515.86561573058,402.893189628835
"1300:391:4",2021,"VL2440","OTB","MBS",14415.2754919161,129.672380434665,1315.18906584695,2182.02950269104,1545.62712092973,5015.23799419188,86.8367542145284,1,3029.10906250695,1444.38371997041,8057.71846291262,2955.64371450621
"1300:391:4",2022,"VL1218","OTB","MBS",6369.51960842945,0.175725473444397,639.915144525132,395.760756087142,225.246940054108,2124.14445820874,246.336767763064,2,1221.53713410046,467.785436015878,4640.98705722063,2270.50583124882
"1300:391:4",2022,"VL1824","OTB","MBS",9499.23270366486,78.965415306439,821.208578223555,738.814843198369,339.240627501957,3188.66495295212,278.689968831706,3,3352.49429519711,1592.48573685548,6086.44833319193,2619.0934114081
"1300:391:4",2022,"VL2440","OTB","MBS",29453.9077370488,271.055419748157,3102.99269262171,5584.74927265901,1397.38584292295,9917.89255972778,136.360712263786,2,6058.21812501391,2888.76743994082,16751.0679086525,6696.81463666091
"1300:391:4",2023,"VL1824","OTB","MBS",9518.40937157437,266.017817992818,892.797477792478,992.124345114345,592.463514458514,3533.47938007938,297.854769419769,3,3352.49429519711,1592.48573685548,5714.55611534637,1883.22196584722
"1300:391:4",2024,"VL1218","OTB","MBS",0,0,0,0,0,0,0,2,1221.53713410046,467.785436015878,-467.785436015878,-467.785436015878
"1300:391:4",2024,"VL1824","OTB","MBS",0,0,0,0,0,0,0,1,1117.49809839904,530.828578951828,-530.828578951828,-530.828578951828
"1300:392:3",2013,"VL1218","OTB","MBS",347312.281826096,687.278613219962,35094.6881587205,24323.6637736613,28066.7918048385,126222.980006074,16772.7933130884,212,129482.936214649,49585.2562176831,210929.160484412,67933.3871652504
"1300:392:3",2013,"VL1824","OTB","MBS",1182995.38925255,3703.70503473466,86360.0424359617,136033.34415479,25538.9767098761,197613.567862685,68736.5910238965,590,659323.878055431,313188.861581578,625577.869405077,359227.710518496
"1300:392:3",2013,"VL2440","OTB","MBS",8791274.59521352,23035.4296670734,785952.939055255,2004902.50234269,805685.724504096,2470727.40983789,61141.1625344257,664,2011328.41750462,959070.790060352,4258698.06891821,1726829.49654589
"1300:392:3",2014,"VL1218","OTB","MBS",232111.160128068,0,16893.7889647812,24292.8392369264,12347.1745784418,84975.0925080043,9818.69027748132,121,73902.9966130781,28301.0188789607,150276.338468958,55482.5556834727
"1300:392:3",2014,"VL1824","OTB","MBS",1410484.09132874,3934.22048353572,128710.669337272,135765.458141998,82471.792337381,418752.974059293,66339.8371849907,602,672733.85523622,319558.804529,747911.587466624,262818.77622234
"1300:392:3",2014,"VL2440","OTB","MBS",9161167.87475905,71828.9808174897,483120.453145336,974733.014947046,667111.115146102,1649565.01295904,22268.5172770193,518,1569078.4943786,748190.766944672,6359841.50539338,4688007.97515732
"1300:392:3",2015,"VL1218","OTB","MBS",240874.477723346,48.099020233057,23099.8046263552,18362.1901269639,8360.58829497362,90457.7787842773,6789.00008696156,125,76346.070881279,29236.5897509924,161863.403944294,64616.6250730553
"1300:392:3",2015,"VL1824","OTB","MBS",1031105.90814897,8098.49126846522,98293.3389555448,104255.5957556,46615.0603509259,336059.269685831,36817.5158887579,480,536399.087231537,254797.717896877,535242.686458487,162365.900883898
"1300:392:3",2015,"VL2440","OTB","MBS",6922969.16175118,161000.666190326,620343.216694713,1318665.48784882,619728.425472216,1839727.66257458,60728.4338375703,524,1587253.14875364,756857.069264495,3768375.62866126,1867919.53224912
"1300:392:3",2016,"VL1218","OTB","MBS",405330.212711482,4471.02198332885,32973.8902118849,43406.7350766335,23914.6719935467,127451.394421619,21332.0129061576,133,81232.2194176809,31107.7314950559,278398.205917689,129614.798589913
"1300:392:3",2016,"VL1824","OTB","MBS",1064840.77544706,10514.2931588949,104281.096793841,117424.414193831,55676.0882424597,348683.652865078,31171.1505871461,350,391124.334439663,185790.00263314,612183.466742682,232328.663290458
"1300:392:3",2016,"VL2440","OTB","MBS",3226347.28913649,24127.085281337,311792.517125348,669650.626495822,218573.579632312,847930.710685237,18578.8541949861,288,872383.410002003,415982.511351478,1634475.13981287,767965.574932644
"1300:392:3",2017,"VL1218","OTB","MBS",164760.286698068,16.2042357576753,15979.4591715427,14969.7739194878,7829.5985095715,48903.8314033711,11530.6007699557,94,57412.2453027218,21985.9154927463,104011.743840478,43577.3116671508
"1300:392:3",2017,"VL1824","OTB","MBS",1144407.11822829,5099.23295895123,104647.210718001,142758.27945886,51376.6866403884,383325.719743604,34293.5845361327,416,464879.208933999,220824.68884396,629899.485526036,212280.181246299
"1300:392:3",2017,"VL2440","OTB","MBS",4908422.10659788,179129.403769628,475504.230431245,845847.094262033,500959.438712545,1595720.94521506,14020.6297112901,382,1157119.66187766,551754.581028696,2713486.16593299,1103744.59100664
"1300:392:3",2018,"VL1218","OTB","MBS",250364.416028083,55.1882339020487,15400.3894216683,28278.6174186932,10560.7307466925,81124.2817733102,14988.0281953616,110,67184.5423755255,25728.1989808733,170451.667694057,74339.3577253856
"1300:392:3",2018,"VL1824","OTB","MBS",1033153.03556234,7705.91970937695,86811.6335139103,100458.338901289,54063.4327229929,323681.978381015,36854.4336694825,366.5,409563.053063247,194548.674185845,604976.875947679,244440.463897181
"1300:392:3",2018,"VL2440","OTB","MBS",5442778.38134195,14155.9232387413,594522.994316171,951126.692879207,621242.049440855,2005315.6499174,22007.6956475625,481,1457001.45906584,694748.569305767,2595293.99863869,567970.653073728
"1300:392:3",2019,"VL1218","OTB","MBS",273075.1595085,342.693415268508,27653.1481357571,23962.5562954668,7453.63330684287,94664.9944747942,10791.6354920279,125.5,76651.4551648042,29353.5361099964,184994.979075705,79538.3491088833
"1300:392:3",2019,"VL1824","OTB","MBS",817078.612186307,9606.86144421891,77558.0853969591,79963.6856068324,42705.2725620109,261887.315814535,28815.8468453908,303.5,339160.672864107,161106.47371188,465351.956352844,174648.793692918
"1300:392:3",2019,"VL2440","OTB","MBS",3660296.71395043,47156.0752289002,322454.123272988,671425.681105669,375818.701996804,1313893.27871538,25337.1648844953,328.3,994456.505221033,474191.175266285,1863563.10753759,524332.663937712
"1300:392:3",2020,"VL1218","OTB","MBS",327235.376610561,204.455894704667,24892.0392591584,32183.8114229422,11258.2813752982,125331.09102139,16190.602891535,114.5,69933.0009272516,26780.716211909,232324.984235958,90803.2903230333
"1300:392:3",2020,"VL1824","OTB","MBS",668659.642617186,9007.73473878809,80266.5078466279,62558.9940828483,37871.8475092092,238849.281248887,26261.8707554947,239,267082.04551737,126868.030369487,370101.997547802,104990.84554342
"1300:392:3",2020,"VL2440","OTB","MBS",3535558.84472912,36948.5415295537,408723.29905641,710175.123548657,345258.795949833,1301713.50560227,7477.46672066889,318.5,964771.236408465,460036.214810575,1648313.9528932,339122.98057026
"1300:392:3",2021,"VL1218","OTB","MBS",257842.816041858,41.2655557013515,17295.1811009054,22952.358557604,11543.2084204829,89956.3554510563,13338.10363409,86,52526.09676632,20114.7737486828,185978.559769884,82684.1006847381
"1300:392:3",2021,"VL1824","OTB","MBS",481208.235550815,2347.15665688589,41390.7000649522,53857.2946776138,25019.1779090079,171825.307983846,25727.297649213,177.5,198355.912465829,94222.0727639494,269066.146792178,71513.5411591183
"1300:392:3",2021,"VL2440","OTB","MBS",3128114.78174579,28138.9065543224,285396.027288788,473500.402083956,335401.085241752,1088306.64473964,18843.5756645527,217,657316.666564009,313431.267233579,1748524.90645204,641374.686047848
"1300:392:3",2022,"VL0612","OTB","MBS",1691.67878419453,17.1515501519757,371.589544072948,90.3711854103343,87.8865045592705,363.45914893617,327.870433130699,1,190.073056217134,94.2825871007532,1064.7005132032,373.370931136329
"1300:392:3",2022,"VL1218","OTB","MBS",197455.107861313,5.44748967677631,19837.3694802791,12268.5834387014,6982.65514167735,65848.478204471,7636.43980065499,62,37867.6511571144,14501.3485164922,143870.59877384,70385.6807687135
"1300:392:3",2022,"VL1824","OTB","MBS",497126.511491794,4132.52340103697,42976.582260366,38664.6434607147,17753.5928392691,166873.465871161,14584.7750355259,157,175447.201448649,83340.086895437,318524.129437045,137065.888530357
"1300:392:3",2022,"VL2440","OTB","MBS",2967481.20450767,27308.8335396268,312626.513781637,562663.489220395,140786.623674487,999227.675392573,13738.3417605764,201.5,610365.476095151,291043.319574038,1687670.09179674,674704.074643587
"1300:392:3",2023,"VL1218","OTB","MBS",121391.77799345,24.4907143380885,10784.881215222,14655.5550622031,4983.23123314568,42851.5589687396,6412.76680747578,37.5,22903.8212643837,8770.97692529772,82221.6242719192,32957.2984957039
"1300:392:3",2023,"VL1824","OTB","MBS",525098.916998519,14675.3162926038,49252.6608582184,54732.193038808,32684.2372142947,194930.279134379,16431.6547796573,165.5,184945.93528504,87852.1298165275,315253.012363275,103891.078449238
"1300:392:3",2023,"VL2440","OTB","MBS",2077758.88762797,70943.9748724135,235860.808065943,434956.796449847,213821.25121648,749045.095724227,17540.4618923015,139,421046.159688467,200769.337075887,1063294.66969223,296709.112075702
"1300:392:3",2024,"VL1218","OTB","MBS",0,0,0,0,0,0,0,40,24430.7426820093,9355.70872031757,-9355.70872031757,-9355.70872031757
"1300:392:3",2024,"VL1824","OTB","MBS",0,0,0,0,0,0,0,104.5,116778.551282699,55471.586500466,-55471.586500466,-55471.586500466
"1300:392:3",2024,"VL2440","OTB","MBS",0,0,0,0,0,0,0,77.5,234755.952344289,111939.738297707,-111939.738297707,-111939.738297707
"1400:100:1",2013,"VL0612","OTB","MBS",738.950688611426,0,81.1926106696935,97.3172606886114,27.2575898600076,241.311153991676,61.1345819144911,1,190.073056217134,94.2825871007532,438.900640292361,136.454904386193
"1400:100:1",2013,"VL1218","OTB","MBS",5173642.38682458,10237.8578327766,522778.420779431,362330.802817087,418089.285470189,1880246.0889584,249851.326805345,3158,1928807.13474463,738633.203469072,3142048.53212157,1011951.11635783
"1400:100:1",2013,"VL1824","OTB","MBS",7256373.41305928,22718.1500350927,529723.717924992,834414.699146077,156653.485954308,1212141.52897467,421623.259178782,3619,4044225.61810611,1921068.62722666,3837231.03284233,2203466.24468887
"1400:100:1",2013,"VL2440","OTB","MBS",30597342.755329,80173.0089768172,2735447.65385044,6977906.14896679,2804126.06826652,8599173.25924002,212797.028037738,2311,7000271.04345357,3337970.77685162,14822065.1163705,6010094.82909269
"1400:100:1",2014,"VL1218","OTB","MBS",3919033.88546813,0,285239.759132628,410167.525297856,208473.369121956,1434744.74375085,165781.687908218,2043,1247800.18248362,477842.82289022,2537310.40902547,936783.977366402
"1400:100:1",2014,"VL1824","OTB","MBS",4962467.28477453,13841.6594420742,452839.198764687,477659.86768231,290158.232841483,1473287.04162389,233401.619863472,2118,2366860.97240916,1124294.93021997,2631356.71470816,924668.053220791
"1400:100:1",2014,"VL2440","OTB","MBS",15634116.6048012,122580.731742589,824475.831236443,1663443.98689805,1138467.61735358,2815087.78273319,38002.6433839479,884,2677732.41125615,1276835.20845384,10853474.6926018,8000384.2664847
"1400:100:1",2015,"VL1218","OTB","MBS",3137149.19786886,626.441639515334,300851.855453649,239149.164213578,108888.301953736,1178122.11088643,88419.9371325874,1628,994331.227157778,380777.344916925,2108108.97297049,841566.924951473
"1400:100:1",2015,"VL1824","OTB","MBS",4324200.40229974,33963.047757126,412217.690244816,437221.904700049,195491.909346695,1409348.56224495,154403.457258478,2013,2249523.67207726,1068557.92943003,2244674.01633528,680921.996831848
"1400:100:1",2015,"VL2440","OTB","MBS",10120218.2784378,235355.935690439,906837.603030821,1927667.4879622,905938.881510911,2689372.8807865,88774.7716022497,766,2320297.54188033,1106397.92949733,5508732.31212696,2730584.65973821
"1400:100:1",2016,"VL1218","OTB","MBS",4982818.78032536,54963.3153589675,405355.718018284,533609.111656359,293988.636913149,1566789.69834095,262239.406778704,1635,998606.60712713,382414.593942981,3422414.03515355,1593384.93003389
"1400:100:1",2016,"VL1824","OTB","MBS",5415475.94370219,53472.6909223798,530343.863694392,597187.020757199,283152.677347366,1773305.43457097,158527.5658432,1780,1989146.61515028,944874.870534253,3113390.20229136,1181557.20187719
"1400:100:1",2016,"VL2440","OTB","MBS",6228642.68319406,46578.6785292479,601932.776116992,1292797.73726277,421968.438456825,1636977.34423955,35867.510181987,556,1684184.63875387,803077.348303548,3155445.06158317,1482600.20716163
"1400:100:1",2017,"VL1218","OTB","MBS",3109412.21917418,305.811853554425,301569.793301242,282514.669501822,147762.848467871,922929.754357237,217609.423041504,1774,1083503.43794711,414925.681746084,1962945.03801072,822405.860611974
"1400:100:1",2017,"VL1824","OTB","MBS",5419427.93968687,24147.8099258027,495564.916140534,676042.813783544,243298.251638378,1815268.43243966,162399.907538898,1970,2201471.2538461,1045732.3005351,2982937.46751512,1005269.12753656
"1400:100:1",2017,"VL2440","OTB","MBS",7992247.51388451,291671.437551594,774250.34379119,1377269.35243713,815698.35308692,2598268.13592609,22829.4023047708,622,1884105.83687933,898406.673821595,4418294.22829927,1797196.69006841
"1400:100:1",2018,"VL1218","OTB","MBS",4659509.38629719,1027.10320403886,286615.247491266,526290.777995898,196544.799860263,1509796.63314837,278940.830195858,2047.2,1250365.41046524,478825.172305853,3172260.49184795,1383523.02850372
"1400:100:1",2018,"VL1824","OTB","MBS",5884039.10267195,43886.9473653001,494411.79436176,572132.853447912,307903.419161536,1843441.72844391,209894.295766196,2087.3,2332553.78078831,1107998.49284615,3445479.49021989,1392143.46600979
"1400:100:1",2018,"VL2440","OTB","MBS",7632336.83620612,19850.6657474658,833691.808037957,1333752.50383997,871159.589080783,2812027.87083012,30861.1033560934,674.5,2043134.06266094,974236.819120041,3639346.78187484,796457.807688629
"1400:100:1",2019,"VL0612","OTB","MBS",180.156350466209,0,10.6108453417585,18.3659875163751,23.9943407567234,19.6675733990907,59.4424921014102,0.2,38.0146112434268,18.8565174201506,108.328659431202,29.2185939307009
"1400:100:1",2019,"VL1218","OTB","MBS",4812432.91063705,6039.32292071202,487334.404237881,422294.707240509,131356.181551748,1668291.38071635,190182.153129227,2211.7,1350836.839745,517300.524418159,3260186.41610946,1401712.88226388
"1400:100:1",2019,"VL1824","OTB","MBS",6469324.23421317,76063.5520608173,614076.043521887,633122.690323618,338124.447995098,2073526.25997472,228153.146522155,2403,2685347.93045288,1275581.07522124,3684483.52921214,1382804.12271526
"1400:100:1",2019,"VL2440","OTB","MBS",10112364.0559033,130278.891966532,890849.496827902,1854959.16162912,1038280.72711271,3629915.33291151,69999.4168450724,907,2747401.91969381,1310056.03401316,5148497.52828691,1448582.77853032
"1400:100:1",2020,"VL1218","OTB","MBS",5563572.99255703,3476.10733817969,423208.14695025,547181.010454512,191410.448500375,2130847.46629991,275268.529685164,1946.7,1188983.16947669,455318.954146055,3949930.53984402,1543814.54385894
"1400:100:1",2020,"VL1824","OTB","MBS",6588675.55800616,88758.2230537487,790910.56894899,616428.581862376,373172.388636768,2353514.88427251,258772.826900377,2355,2631708.02172973,1250101.30343155,3646820.93818022,1034533.22700734
"1400:100:1",2020,"VL2440","OTB","MBS",10090496.0435126,105451.253533326,1166497.57878266,2026842.03235708,985369.687655882,3715094.43200145,21340.7134979216,909,2753460.13781882,1312944.8014531,4704293.19679723,967858.05129785
"1400:100:1",2021,"VL1218","OTB","MBS",3954589.23673501,632.898464768403,265259.812466212,352025.127179996,177040.603565313,1379679.45162725,204569.287132148,1319,805603.739939256,308504.495052472,2852392.09693578,1268143.35817639
"1400:100:1",2021,"VL1824","OTB","MBS",4274755.75107901,20850.6851638179,367689.328802347,478434.82956429,222254.871700978,1526389.55283904,228545.368638192,1576.8,1762071.0015556,837010.503291242,2390216.90288398,635281.981406748
"1400:100:1",2021,"VL2440","OTB","MBS",7942816.79604576,71449.4816195006,724669.175281669,1202298.25598276,851640.543632282,2763396.13479972,47847.0515722051,551,1669039.09344133,795855.429703696,4439802.87306485,1628559.68669292
"1400:100:1",2022,"VL1218","OTB","MBS",3568523.3606226,98.4501964972234,358512.459720205,221724.963597821,126194.598165314,1190051.93271145,138010.174139257,1120.5,684366.179379785,262076.790527896,2600112.99880786,1272050.89195715
"1400:100:1",2022,"VL1824","OTB","MBS",4504219.50698775,37442.7677578032,389389.734174336,350321.371483227,160856.597540511,1511958.63185813,132145.493554367,1422.5,1589641.04497263,755103.653558975,2885990.91798851,1241886.79257601
"1400:100:1",2022,"VL2440","OTB","MBS",4300270.52960913,39574.0912832309,453036.933122769,815373.393808216,204018.333066751,1448012.31372026,19908.6639905127,292,884499.84625203,421760.04623136,2445655.91466326,977734.936952493
"1400:100:1",2023,"VL1218","OTB","MBS",3216072.83830646,648.840658530425,285727.452995283,388274.505447969,132022.406136806,1135280.63561181,169895.568619392,993.5,606798.571364406,232372.415340888,2178324.89904405,873148.694812849
"1400:100:1",2023,"VL1824","OTB","MBS",4315012.24844705,120594.744156744,404734.856599257,449763.036451836,268583.45988786,1601843.98563599,135027.495470295,1360,1519797.41382269,721926.867374486,2590598.77229035,853727.291184073
"1400:100:1",2023,"VL2440","OTB","MBS",4267627.06775386,145715.862058087,484447.918725372,893382.48479447,439179.620304352,1538506.29373573,36027.3515845473,285.5,864810.637345735,412371.552051552,2183961.3539362,609427.708615919
"1400:100:1",2024,"VL1218","OTB","MBS",0,0,0,0,0,0,0,862,526482.5047973,201615.522922844,-201615.522922844,-201615.522922844
"1400:100:1",2024,"VL1824","OTB","MBS",0,0,0,0,0,0,0,1333,1489624.96516591,707594.495742786,-707594.495742786,-707594.495742786
"1400:100:1",2024,"VL2440","OTB","MBS",0,0,0,0,0,0,0,302,914790.9368771,436203.883431064,-436203.883431064,-436203.883431064
