"Country","CFR","UVI","Event","Event.Start.Date","Event.End.Date","Registration.Number","External.marking","vessel_name","Place.of.registration","Place.of.registration.name","IRCS","IRCS.indicator","Licence.indicator","VMS.indicator","ERS.indicator","ERS.Exempt.indicator","AIS.indicator","MMSI","Vessel.Type","Gear","Subsidiary.fishing.gear.1","Subsidiary.fishing.gear.2","Subsidiary.fishing.gear.3","Subsidiary.fishing.gear.4","Subsidiary.fishing.gear.5","LOA","LBP","Tonnage.GT","Other.tonnage","GTs","Power.of.main.engine","Power.of.auxiliary.engine","Hull.material","Date.of.entry.into.service","Segment","Country.of.importation.exportation","Type.of.export","Public.aid","Year.of.construction","vlength"
"ITA","ITA000000017",NA,"MOD","2003-01-01","2100-12-31","00AN01244","00AN01244","LUIGI GIACOMO ASSUNTA","00187","Ancona","I.P.V.L","Y","Y","N","","","","","FX","OTB","PS","","","","",9.05,7.54,4,6.13,0,47,"0.00","1","1959-08-28","MFL","","","","1952-01-01","VL0612"
"ITA","ITA000000019",NA,"MOD","2022-01-20","2100-12-31","07AN00853","07AN00853","PROVVEDITORE","00189","Civitanova Marche","INXD","Y","Y","Y","Y","","Y","247081490","FX","OTB","NO","","","","",18.06,16.22,40,30.27,0,198.53,"0.00","1","1960-09-19","MFL","","","","1960-01-01","VL1824"
"ITA","ITA000000078",NA,"MOD","2024-11-27","2100-12-31","00TM00290","00TM00290","PANDORA","00174","Termoli","IMXL","Y","Y","Y","Y","","Y","247081020","FX","OTB","NO","","","","",19.18,15.9,51,41.27,0,205.89,"0.00","1","1978-11-29","MFL","","","","1977-01-01","VL1824"
"ITA","ITA000000089",NA,"MOD","2024-01-16","2100-12-31","00AN03470","00AN03470","CASTAGNA'","00187","Ancona","IPJO","Y","Y","Y","Y","","Y","247083220","FX","OTB","NO","","","","",23.9,18.8,76,70.77,0,480,"0.00","1","1979-09-01","MFL","","","","1978-01-01","VL1824"
"ITA","ITA000000091",NA,"MOD","2016-03-29","2100-12-31","00RO08259","00RO08259","ANGELA","00072","Roma","IJET","Y","Y","Y","","","","","FX","OTB","NO","","","","",17.06,15.18,39,27.21,0,206,"0.00","1","1979-09-27","MFL","","","","1976-01-01","VL1218"
"ITA","ITA000000095",NA,"MOD","2016-07-11","2100-12-31","07AN00760","07AN00760","FRAELEMA","00189","Civitanova Marche","IQKI","Y","Y","Y","Y","","Y","247081290","FX","OTB","NO","","","","",18.73,16.51,40,34.31,0,183.8,"0.00","1","1980-01-21","MFL","","","","1978-01-01","VL1824"
"ITA","ITA000000101",NA,"MOD","2007-02-28","2100-12-31","07AN00739","07AN00739","AMBRA TERZA","00189","Civitanova Marche","IIBU2","Y","Y","N","","","","","FX","OTB","GNS","","","","",8.47,7.47,3,5.14,0,63,"0.00","1","1980-07-05","MFL","","","","1980-01-01","VL0612"
"ITA","ITA000000110",NA,"MOD","2014-12-16","2100-12-31","09SA00343","09SA00343","DELFINO","00111","Acciaroli","IQGJ","Y","Y","N","","","","","FX","OTB","LLS","","","","",8.92,7.54,4,3.99,0,61,"0.00","1","1981-02-03","MFL","","","","1980-01-01","VL0612"
"ITA","ITA000000122",NA,"MOD","2011-09-28","2100-12-31","00OR00097","00OR00097","MAMMA SERAFINA","00173","Ortona","IOEZ","Y","Y","Y","","","","","FX","OTB","NO","","","","",22.33,18.18,79,70.85,0,129,"0.00","1","1981-07-02","MFL","","","","1962-01-01","VL1824"
"ITA","ITA000000137",NA,"MOD","2023-12-01","2100-12-31","00PE01256","00PE01256","ANGELA SACCO II","00268","Porto Empedocle","IJTX","Y","Y","Y","Y","","Y","247300220","FX","OTB","NO","","","","",23.91,19.82,99,76.05,0,180,"0.00","1","1965-12-18","MFL","","","","1964-01-01","VL1824"
"ITA","ITA000000166",NA,"MOD","2013-09-17","2100-12-31","04SA00682","04SA00682","PEPPINELLO","00107","Cetara","IRZY","Y","Y","Y","","","","","FX","OTB","PTM","","","","",23.8,19.53,93,71.78,0,480,"0.00","1","1964-11-26","MFL","","","","1963-01-01","VL1824"
"ITA","ITA000000178",NA,"MOD","2016-11-30","2100-12-31","07AN00834","07AN00834","ROSA DEI VENTI","00189","Civitanova Marche","ISUQ","Y","Y","Y","Y","","Y","247083140","FX","OTB","NO","","","","",22.9,18.72,78,54.97,0,234,"0.00","1","1963-10-09","MFL","","","","1962-01-01","VL1824"
"ITA","ITA000000237",NA,"MOD","2003-01-01","2100-12-31","00AN03725","00AN03725","FIORISA I","00187","Ancona","","N","Y","N","","","","","FX","OTB","PS","","","","",9.25,8.16,4,6.26,0,41.7,"0.00","1","1983-11-05","MFL","","","","1979-01-01","VL0612"
"ITA","ITA000000241",NA,"MOD","2024-07-08","2100-12-31","00AN03732","00AN03732","NUOVA PRIMULA ROSSA","00187","Ancona","IMTV","Y","Y","Y","Y","","Y","247083480","FX","OTB","PTM","","","","",24.8,19.5,106,104.44,0,316,"0.00","1","1979-02-19","MFL","","","","1977-01-01","VL2440"
"ITA","ITA000000256",NA,"MOD","2015-07-30","2100-12-31","00PC01428","00PC01428","MARIO PADRE","00172","Pescara","I.M.Y.V","Y","Y","Y","","","","","FX","OTB","PTM","","","","",26.2,22.46,106,101.26,0,380,"0.00","1","1984-09-09","MFL","","","","1984-01-01","VL2440"
"ITA","ITA000000257",NA,"MOD","2024-10-25","2100-12-31","00AN03754","00AN03754","NEVIA","00187","Ancona","IORE","Y","Y","Y","Y","","Y","247081190","FX","OTB","NO","","","","",22.4,17.8,78,58.45,0,316.26,"0.00","1","1984-09-29","MFL","","","","1984-01-01","VL1824"
"ITA","ITA000000266",NA,"MOD","2015-03-06","2100-12-31","00AN03769","00AN03769","SERPICO","00187","Ancona","IVDE","Y","Y","Y","Y","","Y","247083250","FX","OTB","NO","","","","",22,17.94,68,58.64,0,375,"0.00","1","1985-05-22","MFL","","","","1981-01-01","VL1824"
"ITA","ITA000000268",NA,"MOD","2022-07-01","2100-12-31","00MF03310","00MF03310","NONNO PIETRO","00167","Manfredonia","ISLQ","Y","Y","Y","Y","","Y","247083190","FX","OTB","NO","","","","",22.7,18.28,64,59.91,0,235,"0.00","1","1981-03-14","MFL","","","","1981-01-01","VL1824"
"ITA","ITA000000276",NA,"MOD","2020-08-25","2100-12-31","00SB00538","00SB00538","JUMBO","00182","San Benedetto Del Tronto","IRPM","Y","Y","N","N","","Y","247084950","FX","OTB","GNS","","","","",9.4,8.58,4,4.69,0,53,"0.00","1","1986-03-07","MFL","","","","1974-01-01","VL0612"
"ITA","ITA000000289",NA,"MOD","2014-09-26","2100-12-31","01PE00962","01PE00962","MARIANA","00269","Licata","IPOF","Y","Y","N","","","","","FX","OTB","PS","","","","",11.67,10.67,10,9.16,0,161.8,"0.00","1","1978-07-25","MFL","","","","1978-01-01","VL0612"
"ITA","ITA000000308",NA,"MOD","2013-01-28","2100-12-31","00MV01216","00MV01216","ALESSANDRO E CRISTINA","00273","Mazara Del Vallo","INJX","Y","Y","N","N","","N","","FX","OTB","GNS","","","","",8.08,7.06,2,3.31,0,33,"0.00","1","1984-04-13","MFL","","","","1966-01-01","VL0612"
"ITA","ITA000000309",NA,"MOD","2013-03-11","2100-12-31","02BL00811","02BL00811","MARIA MADRE","00166","Bisceglie","IWLT","Y","Y","Y","","","","","FX","OTB","LLS","","","","",16.01,15.16,59,34.34,0,206,"0.00","2","1987-12-29","MFL","","","","1987-01-01","VL1218"
"ITA","ITA000000326",NA,"MOD","2016-10-24","2100-12-31","07AN00773","07AN00773","NONNO VINCENZO","00189","Civitanova Marche","ILMX","Y","Y","Y","Y","","Y","247081610","FX","OTB","NO","","","","",21.4,18.13,76,58.34,0,283,"0.00","1","1980-02-09","MFL","","","","1980-01-01","VL1824"
"ITA","ITA000000353",NA,"MOD","2012-04-25","2100-12-31","05LI00791","05LI00791","AURORA","00053","Vada","IQFE","Y","Y","N","","","","","FX","OTB","LLS","","","","",8.4,8.15,5,3.83,0,88.3,"0.00","1","1978-05-22","MFL","","","","1946-01-01","VL0612"
"ITA","ITA000000359",NA,"MOD","2023-02-21","2100-12-31","05BA00919","05BA00919","ORCA","00159","Mola Di Bari","IUXO","Y","Y","Y","Y","","Y","247281240","FX","OTB","GNS","","","","",16.3,14.4,27,9.97,0,161.5,"0.00","1","1990-06-14","MFL","","","","1990-01-01","VL1218"
"ITA","ITA000000380",NA,"MOD","2021-04-14","2100-12-31","04PE00620","04PE00620","ROSA DEI VENTI","00272","Lampedusa","IOLD","Y","Y","N","Y","","Y","247308740","FX","OTB","NO","","","","",12.9,11.73,13,12.85,0,88,"0.00","1","1965-09-20","MFL","","","","1956-01-01","VL1218"
"ITA","ITA000000450",NA,"MOD","2006-12-04","2100-12-31","00MV01239","00MV01239","SARA II^","00273","Mazara Del Vallo","IKNP","Y","Y","Y","","","","","FX","OTB","PS","","","","",15.32,12.93,20,24.33,0,206,"0.00","2","1980-08-13","MFL","","","","1980-01-01","VL1218"
"ITA","ITA000000458",NA,"MOD","2016-12-05","2100-12-31","07AN00837","07AN00837","LUNA ROSSA I","00189","Civitanova Marche","IJLH","Y","Y","Y","","","","","FX","OTB","NO","","","","",16.3,13.82,30,24.65,0,162,"0.00","1","1971-07-13","MFL","","","","1971-01-01","VL1218"
"ITA","ITA000000465",NA,"MOD","2013-08-02","2100-12-31","05RC01131","05RC01131","L'INVESTIGATORE","00135","Bagnara","IJQC","Y","Y","Y","","","","","FX","OTB","NO","","","","",16.48,15.65,31,24.01,0,158.09,"0.00","1","1957-07-20","MFL","","","","1957-01-01","VL1218"
"ITA","ITA000000470",NA,"MOD","2006-12-12","2100-12-31","00TG02666","00TG02666","CERASELLA","00094","Torre Del Greco","IJRQ","Y","Y","Y","","","","","FX","OTB","NO","","","","",15.7,13.63,33,22.55,0,220,"0.00","1","1977-12-19","MFL","","","","1977-01-01","VL1218"
"ITA","ITA000000477",NA,"MOD","2020-08-25","2100-12-31","07AN00437","07AN00437","MARIKA","00189","Civitanova Marche","IPZO","Y","Y","Y","Y","","Y","247081260","FX","OTB","NO","","","","",17.95,14.9,44,40.11,0,206,"0.00","1","1979-04-04","MFL","","","","1979-01-01","VL1218"
"ITA","ITA000000483",NA,"MOD","2022-02-18","2100-12-31","07AN00855","07AN00855","FRATELLI GASPARRONI","00189","Civitanova Marche","INXV","Y","Y","Y","Y","","Y","247081550","FX","OTB","NO","","","","",23.9,19.49,87,72.01,0,250,"0.00","1","1965-04-15","MFL","","","","1965-01-01","VL1824"
"ITA","ITA000000488",NA,"MOD","2013-05-31","2100-12-31","00MV01258","00MV01258","KATIUSCIA","00273","Mazara Del Vallo","IPMK","Y","Y","Y","Y","","Y","247142610","FX","OTB","NO","","","","",21.2,17.41,62,57.42,0,316,"0.00","1","1980-03-12","MFL","","","","1980-01-01","VL1824"
"ITA","ITA000000490",NA,"MOD","2013-05-31","2100-12-31","00MF03089","00MF03089","CRISTALL","00167","Manfredonia","IQMG","Y","Y","Y","Y","","Y","247125680","FX","OTB","NO","","","","",21.6,17.9,56,51.36,0,220,"0.00","1","1980-04-19","MFL","","","","1980-01-01","VL1824"
"ITA","ITA000000505",NA,"MOD","2016-12-07","2100-12-31","07AN00838","07AN00838","VINCENZO PAOLUCCI","00189","Civitanova Marche","ISLK","Y","Y","Y","Y","","Y","247081220","FX","OTB","NO","","","","",22.1,18.2,85,70.39,0,235.29,"0.00","1","1981-03-04","MFL","","","","1981-01-01","VL1824"
"ITA","ITA000000506",NA,"MOD","2016-07-21","2100-12-31","00RO08358","00RO08358","NONNO FRANCESCO","00072","Roma","IKOV","Y","Y","Y","","","","","FX","OTB","NO","","","","",19.1,16.12,51,29.83,0,205.88,"0.00","1","1981-03-04","MFL","","","","1981-01-01","VL1824"
"ITA","ITA000000510",NA,"MOD","2022-03-23","2100-12-31","07AN00854","07AN00854","MANDINGO","00189","Civitanova Marche","IPUQ","Y","Y","Y","Y","","Y","247081240","FX","OTB","NO","","","","",22.2,18.39,79,56.7,0,308.83,"0.00","1","1981-07-15","MFL","","","","1981-01-01","VL1824"
"ITA","ITA000000515",NA,"MOD","2017-04-28","2100-12-31","07AN00840","07AN00840","SANTORRE DI SANTAROSA","00189","Civitanova Marche","IUMB","Y","Y","Y","","","","","FX","OTB","NO","","","","",18.47,15.77,27,24.67,0,205.9,"0.00","1","1967-11-10","MFL","","","","1962-01-01","VL1824"
"ITA","ITA000000524",NA,"MOD","2013-05-31","2100-12-31","03PE00683","03PE00683","SERAFINA MADRE","00271","Sciacca","ILMQ","Y","Y","Y","Y","","Y","247143310","FX","OTB","NO","","","","",20.66,17.28,74,54.2,0,279,"0.00","1","1978-06-26","MFL","","","","1978-01-01","VL1824"
"ITA","ITA000000538",NA,"MOD","2016-04-27","2100-12-31","04SB00395","04SB00395","ZICANA'","00186","Porto San Giorgio","IJUC","Y","Y","Y","Y","","Y","247084070","FX","OTB","NO","","","","",18.05,14.49,41,35.79,0,217,"0.00","1","1986-06-25","MFL","","","","1986-01-01","VL1824"
"ITA","ITA000000544",NA,"MOD","2017-01-23","2100-12-31","07AN00597","07AN00597","FRATELLI MALACCARI","00189","Civitanova Marche","IKTJ","Y","Y","Y","Y","","Y","247081570","FX","OTB","NO","","","","",21.48,18.02,73,59.52,0,316,"0.00","2","1981-01-21","MFL","","","","1980-01-01","VL1824"
"ITA","ITA000000548",NA,"MOD","2011-09-29","2100-12-31","07AN00608","07AN00608","ALESSANDRO IL GRANDE","00189","Civitanova Marche","IJJS","Y","Y","Y","","","","","FX","OTB","NO","","","","",19.9,16.9,61,38.02,0,220,"0.00","1","1958-04-12","MFL","","","","1957-01-01","VL1824"
"ITA","ITA000000552",NA,"MOD","2014-12-10","2100-12-31","03PE00709","03PE00709","MARIA DEL SOCCORSO","00271","Sciacca","IJCE","Y","Y","Y","","","","","FX","OTB","PS","","","","",16.8,14.89,28,24.41,0,110,"0.00","1","1968-11-29","MFL","","","","1968-01-01","VL1218"
"ITA","ITA000000560",NA,"MOD","2020-08-25","2100-12-31","00SB00477","00SB00477","SORRISO DEL MARE","00182","San Benedetto Del Tronto","IFXB2","Y","Y","N","N","","Y","247085810","FX","OTB","PS","","","","",8.55,7.24,3,3.15,0,74,"0.00","1","1989-06-13","MFL","","","","1989-01-01","VL0612"
"ITA","ITA000000568",NA,"MOD","2009-04-20","2100-12-31","07AN00635","07AN00635","GIUSEPPE JUNIOR","00189","Civitanova Marche","IVKV","Y","Y","Y","","","","","FX","OTB","PTM","","","","",19.55,16.61,54,39.96,0,259,"0.00","1","1989-11-09","MFL","","","","1989-01-01","VL1824"
"ITA","ITA000000571",NA,"MOD","2015-09-11","2100-12-31","07AN00638","07AN00638","FRATELLI MEDORI","00189","Civitanova Marche","IWHF","Y","Y","Y","","","","","FX","OTB","NO","","","","",18.39,16.06,55,38.33,0,311.3,"0.00","1","1987-05-11","MFL","","","","1987-01-01","VL1824"
"ITA","ITA000000575",NA,"MOD","2016-10-03","2100-12-31","07AN00644","07AN00644","ALBATROS SELVAGGIO","00189","Civitanova Marche","IUYJ","Y","Y","Y","Y","","Y","247080910","FX","OTB","NO","","","","",21.3,18,62,54.86,0,366.18,"0.00","1","1990-02-10","MFL","","","","1990-01-01","VL1824"
"ITA","ITA000000629",NA,"MOD","2016-10-06","2100-12-31","00PS01739","00PS01739","FRANCESCA","00194","Pesaro","INFA","Y","Y","N","","","","","FX","OTB","GNS","","","","",12.9,11.8,18,9.94,0,94,"0.00","1","1957-07-17","MFL","","","","1957-01-01","VL1218"
"ITA","ITA000000636",NA,"MOD","2020-08-25","2100-12-31","00VG03779","00VG03779","PADRE PIO","00044","Viareggio","IYYL","Y","Y","N","Y","","Y","247063510","FX","OTB","LLS","","","","",10.1,9.94,7,9.82,0,87.5,"0.00","1","1976-08-30","MFL","","","","1976-01-01","VL0612"
"ITA","ITA000000641",NA,"MOD","2003-01-01","2100-12-31","00SB00377","00SB00377","CICHERO' JUNIOR","00182","San Benedetto Del Tronto","","N","Y","N","","","","","FX","OTB","GNS","","","","",9.95,8.93,4,4.21,0,53,"0.00","1","1977-05-10","MFL","","","","1960-01-01","VL0612"
"ITA","ITA000000658",NA,"MOD","2021-10-25","2100-12-31","00SB00647","00SB00647","LORVIN","00182","San Benedetto Del Tronto","IPXB","Y","Y","N","Y","","Y","247078330","FX","OTB","PS","","","","",12,11.64,12,9.4,0,145,"0.00","1","1979-07-29","MFL","","","","1979-01-01","VL1218"
"ITA","ITA000000671",NA,"MOD","2014-07-16","2100-12-31","00RM04528","00RM04528","EL PITA","00193","Rimini","IPWZ","Y","Y","N","","","","","FX","OTB","NO","","","","",14.53,14.16,17,13.17,0,103,"0.00","1","1990-02-02","MFL","","","","1989-01-01","VL1218"
"ITA","ITA000000700",NA,"MOD","2021-04-19","2100-12-31","01RA01148","01RA01148","ARIBERTO","00203","Porto Garibaldi","IZKC","Y","Y","N","Y","","Y","247051360","FX","OTB","GNS","","","","",12.12,11.25,8,9.65,0,147,"0.00","1","1977-03-25","MFL","","","","1977-01-01","VL1218"
"ITA","ITA000000712",NA,"MOD","2020-08-25","2100-12-31","01PS00407","01PS00407","NUOVA MEDUSA","00195","Fano","IFCB2","Y","Y","N","N","","Y","247085790","FX","OTB","GNS","","","","",12.1,10.99,9,8.53,0,88,"0.00","1","1979-05-09","MFL","","","","1969-01-01","VL1218"
"ITA","ITA000000714",NA,"MOD","2024-06-07","2100-12-31","00MF03350","00MF03350","GIUSEPPE TROIANO","00167","Manfredonia","IKJV","Y","Y","N","Y","","Y","247076350","FX","OTB","GNS","","","","",14.11,12.16,22,19.76,0,147,"0.00","2","1979-10-01","MFL","","","","1979-01-01","VL1218"
"ITA","ITA000000736",NA,"MOD","2024-03-05","2100-12-31","01PS00455","01PS00455","PAOLO PRIMO","00195","Fano","IMQH","Y","Y","Y","Y","","Y","247083060","FX","OTB","LLS","","","","",21.45,18.3,82,75.38,0,280,"0.00","2","1978-09-27","MFL","","","","1978-01-01","VL1824"
"ITA","ITA000000743",NA,"MOD","2016-10-01","2100-12-31","03PE00651","03PE00651","PALAZZI ERMENEGILDO","00271","Sciacca","IKHB","Y","Y","Y","Y","","Y","247143930","FX","OTB","LLS","","","","",20.94,17.63,52,39.96,0,109.59,"0.00","1","1967-02-24","MFL","","","","1966-01-01","VL1824"
"ITA","ITA000000744",8691166,"MOD","2023-05-02","2100-12-31","00SB00650","00SB00650","IGOR","00182","San Benedetto Del Tronto","ILOA","Y","Y","Y","Y","","Y","247101170","FX","OTB","PTM","","","","",27.2,23.9,119,102,0,338,"0.00","2","1980-02-19","MFL","","","","1980-01-01","VL2440"
"ITA","ITA000000748",NA,"MOD","2016-10-18","2100-12-31","01PS00477","01PS00477","GIG","00195","Fano","IPRI","Y","Y","Y","Y","","Y","247082320","FX","OTB","LLS","","","","",24.62,21.76,106,115.41,0,250,"0.00","1","1973-09-18","MFL","","","","1973-01-01","VL2440"
"ITA","ITA000000754",8543981,"MOD","2024-05-16","2100-12-31","00AN04175","00AN04175","ELNA'","00187","Ancona","IPSD","Y","Y","Y","Y","","Y","247083630","FX","OTB","PTM","","","","",25.8,21.5,108,100.52,0,478,"0.00","2","1982-09-18","MFL","","","","1971-01-01","VL2440"
"ITA","ITA000000757",8137794,"MOD","2022-05-09","2100-12-31","00MV00354M","00MV00354M","ASARO PESCA","00273","Mazara Del Vallo","IPHM","Y","Y","Y","Y","","Y","247143190","FX","OTB","NO","","","","",28.35,24.1,147,114.19,0,485,"0.00","2","1982-11-14","MFL","","","","1980-01-01","VL2440"
"ITA","ITA000000823",NA,"MOD","2020-06-11","2100-12-31","01LI01439","01LI01439","SCARABOCHI","00049","Piombino","IRPL","Y","Y","N","Y","","N","","FX","OTB","LLS","","","","",11.5,10.7,10,9.06,0,71,"0.00","4","1989-03-15","MFL","","","","1988-01-01","VL0612"
"ITA","ITA000000863",NA,"MOD","2020-10-19","2100-12-31","00PC01425","00PC01425","POLMARE","00172","Pescara","IQNJ","Y","Y","Y","Y","","Y","247080420","FX","OTB","NO","","","","",19.51,17,72,53.13,0,263,"0.00","2","1980-04-10","MFL","","","","1980-01-01","VL1824"
"ITA","ITA000000874",NA,"MOD","2013-10-07","2100-12-31","00PE01266","00PE01266","FRANCESCO S.","00268","Porto Empedocle","ITVR","Y","Y","Y","Y","","Y","247092740","FX","OTB","PS","","","","",22.5,19.06,87,57.77,0,228,"0.00","1","1982-06-02","MFL","","","","1981-01-01","VL1824"
"ITA","ITA000000903",NA,"MOD","2021-07-10","2100-12-31","03PS00339","03PS00339","ENRICO PAOLO","00199","Gabicce Mare","ITZF","Y","Y","N","Y","","Y","247082780","FX","OTB","PS","","","","",9.5,8.17,4,5.93,0,44,"0.00","1","1973-02-02","MFL","","","","1971-01-01","VL0612"
"ITA","ITA000000917",NA,"MOD","2006-03-14","2100-12-31","00VG03828","00VG03828","ANGELA I","00044","Viareggio","ILTV","Y","Y","N","","","","","FX","OTB","LLS","","","","",11.5,10.9,11,8.11,0,51,"0.00","1","1976-07-15","MFL","","","","1976-01-01","VL0612"
"ITA","ITA000001033",8688468,"MOD","2020-08-25","2100-12-31","00MV01218","00MV01218","FLAVIA G.","00273","Mazara Del Vallo","IPUW","Y","Y","Y","Y","","Y","247142450","FX","OTB","PS","","","","",23.39,21.71,105,96.69,0,272,"0.00","2","1981-11-22","MFL","","","","1980-01-01","VL1824"
"ITA","ITA000001150",NA,"MOD","2018-05-02","2100-12-31","04SB00414","04SB00414","MARI' NARO'","00186","Porto San Giorgio","IJTY","Y","Y","Y","","","","","FX","OTB","NO","","","","",17.12,15.05,27,24.85,0,294,"0.00","1","1980-01-14","MFL","","","","1979-01-01","VL1218"
"ITA","ITA000001154",NA,"MOD","2006-06-13","2100-12-31","00BA04453","00BA04453","NUOVA ROSA","00157","Bari","","N","Y","Y","","","","","FX","OTB","LLS","","","","",16.9,15.17,24,24.88,0,294,"0.00","1","1982-06-08","MFL","","","","1981-01-01","VL1218"
"ITA","ITA000001179",NA,"MOD","2021-04-12","2100-12-31","04BA01195","04BA01195","REGINA GIOVANNA","00158","Monopoli","IJQK","Y","Y","N","Y","","Y","247122780","FX","OTB","LLS","","","","",13.5,11.71,13,9.51,0,88,"0.00","1","1968-01-12","MFL","","","","1967-01-01","VL1218"
"ITA","ITA000001188",NA,"MOD","2005-06-09","2100-12-31","05BA00803","05BA00803","RINA III","00159","Mola Di Bari","IKAG","Y","Y","Y","","","","","FX","OTB","LLS","","","","",18.1,15.74,25,24.39,0,294.2,"0.00","1","1977-03-01","MFL","","","","1976-01-01","VL1824"
"ITA","ITA000001189",NA,"MOD","2016-11-15","2100-12-31","03OL00211","03OL00211","PORTOBELLO","00233","Siniscola","","N","Y","N","","","","","FX","OTB","LLS","","","","",13.96,12.58,14,9.65,0,103,"0.00","1","1977-05-23","MFL","","","","1976-01-01","VL1218"
"ITA","ITA000001191",NA,"MOD","2017-08-30","2100-12-31","05BA00933","05BA00933","SORAYA II^","00159","Mola Di Bari","IOXP","Y","Y","Y","","","","","FX","OTB","GNS","","","","",15.9,14.96,25,24.58,0,165,"0.00","1","1977-12-02","MFL","","","","1977-01-01","VL1218"
"ITA","ITA000001194",NA,"MOD","2005-05-18","2100-12-31","04BA01406","04BA01406","ROCCO COMES","00158","Monopoli","ITPC","Y","Y","Y","","","","","FX","OTB","LLS","","","","",17.84,15.72,29,24.84,0,294,"0.00","1","1978-12-09","MFL","","","","1978-01-01","VL1218"
"ITA","ITA000001198",NA,"MOD","2023-11-30","2100-12-31","00TM00296","00TM00296","STELLA DEL MARE","00174","Termoli","ITSO","Y","Y","Y","Y","","Y","247121340","FX","OTB","LLS","","","","",17.98,15.55,25,24.9,0,294,"0.00","1","1979-07-18","MFL","","","","1979-01-01","VL1218"
"ITA","ITA000001200",NA,"MOD","2016-09-14","2100-12-31","00TA04572","00TA04572","S. ANTONIO","00152","Taranto","","N","Y","N","","","","","FX","OTB","LLS","","","","",13.52,0,13,9.9,0,80.8,"0.00","1","1979-12-29","MFL","","","","1979-01-01","VL1218"
"ITA","ITA000001201",NA,"MOD","2020-08-25","2100-12-31","04BA01421","04BA01421","LEONARDO E LUCIA","00158","Monopoli","IZTQ","Y","Y","Y","Y","","Y","247122930","FX","OTB","LLS","","","","",12.19,11.81,12,9.96,0,89.7,"0.00","1","1980-03-24","MFL","","","","1980-01-01","VL1218"
"ITA","ITA000001202",NA,"MOD","2005-06-09","2100-12-31","05BA00784","05BA00784","S. GIUSEPPE","00159","Mola Di Bari","IKLI","Y","Y","Y","","","","","FX","OTB","LLS","","","","",17.34,15.63,27,24.92,0,183,"0.00","1","1980-06-26","MFL","","","","1979-01-01","VL1218"
"ITA","ITA000001215",NA,"MOD","2020-08-25","2100-12-31","04BA01446","04BA01446","LAURA RUGGIERO","00158","Monopoli","IVGS","Y","Y","Y","Y","","Y","247123030","FX","OTB","LLS","","","","",17.75,15.07,33,24.93,0,294,"0.00","1","1983-03-14","MFL","","","","1981-01-01","VL1218"
"ITA","ITA000001219",NA,"MOD","2021-04-12","2100-12-31","04BA01452","04BA01452","ANTONIETTA","00158","Monopoli","IZWU","Y","Y","N","Y","","Y","247122790","FX","OTB","LLS","","","","",13.18,12.38,12,9.87,0,143,"0.00","1","1983-12-09","MFL","","","","1983-01-01","VL1218"
"ITA","ITA000001225",NA,"MOD","2013-11-18","2100-12-31","04BA01461","04BA01461","CITTA' DI MONOPOLI II","00158","Monopoli","IJHH","Y","Y","Y","","","","","FX","OTB","LLS","","","","",17.06,14.2,27,24.92,0,158,"0.00","1","1986-04-21","MFL","","","","1985-01-01","VL1218"
"ITA","ITA000001227",NA,"MOD","2013-12-20","2100-12-31","00PE01248","00PE01248","GASPARE PADRE","00268","Porto Empedocle","IJVB","Y","Y","Y","","","","","FX","OTB","LLS","","","","",19.96,17.88,46,49.71,0,294,"0.00","1","1986-06-17","MFL","","","","1985-01-01","VL1824"
"ITA","ITA000001229",NA,"MOD","2017-01-16","2100-12-31","04BA01468","04BA01468","OMEGA II","00158","Monopoli","IWGE","Y","Y","Y","Y","","Y","247122630","FX","OTB","LLS","","","","",21.92,19.91,59,56.7,0,441.17,"0.00","1","1987-07-23","MFL","","","","1986-01-01","VL1824"
"ITA","ITA000001230",NA,"MOD","2021-04-12","2100-12-31","04BA01470","04BA01470","GRECALE","00158","Monopoli","IJCY","Y","Y","N","Y","","Y","247122970","FX","OTB","LLS","","","","",13.5,0,15,9.89,0,177,"0.00","1","1988-02-24","MFL","","","","1987-01-01","VL1218"
"ITA","ITA000001232",NA,"MOD","2010-12-02","2100-12-31","01RA00991","01RA00991","LUCA E MANUEL","00203","Porto Garibaldi","IWPM","Y","Y","N","","","","","FX","OTB","LLS","","","","",14.74,12.81,23,22.62,0,191,"0.00","1","1988-06-18","MFL","","","","1987-01-01","VL1218"
"ITA","ITA000001233",NA,"MOD","2016-10-18","2100-12-31","04BA01474","04BA01474","FRINE III","00158","Monopoli","IWTG","Y","Y","Y","Y","","Y","247120550","FX","OTB","LLS","","","","",21.86,18.77,63,59.35,0,441,"0.00","1","1989-02-18","MFL","","","","1989-01-01","VL1824"
"ITA","ITA000001235",NA,"MOD","2020-08-25","2100-12-31","04PA01182","04PA01182","FRANCESCA","00286","Isola Delle Femmine","IFQD","Y","Y","N","Y","","Y","247129110","FX","OTB","LLS","","","","",12.81,12.37,4,9.85,0,162,"0.00","1","1989-03-15","MFL","","","","1988-01-01","VL1218"
"ITA","ITA000001236",NA,"MOD","2008-09-12","2100-12-31","07PA02034","07PA02034","MARIANNA","00289","Porticello","","N","Y","N","","","","","FX","OTB","LLS","","","","",13.09,12.39,13,9.68,0,175,"0.00","1","1989-04-08","MFL","","","","1989-01-01","VL1218"
