"Country","CFR","UVI","Event","Event.Start.Date","Event.End.Date","Registration.Number","External.marking","vessel_name","Place.of.registration","Place.of.registration.name","IRCS","IRCS.indicator","Licence.indicator","VMS.indicator","ERS.indicator","ERS.Exempt.indicator","AIS.indicator","MMSI","Vessel.Type","Gear","Subsidiary.fishing.gear.1","Subsidiary.fishing.gear.2","Subsidiary.fishing.gear.3","Subsidiary.fishing.gear.4","Subsidiary.fishing.gear.5","LOA","LBP","Tonnage.GT","Other.tonnage","GTs","Power.of.main.engine","Power.of.auxiliary.engine","Hull.material","Date.of.entry.into.service","Segment","Country.of.importation.exportation","Type.of.export","Public.aid","Year.of.construction","vlength"
"ITA","ITA000018573",NA,"MOD","2009-01-22","2100-12-31","00MV01260","00MV01260","NUOVA VERDESCA","00273","Mazara Del Vallo","IFNP","Y","Y","N","","","","","FX","OTB","LLS","","","","",9.34,8.16,4,3.48,0,61,"0.00","4","1993-07-17","MFL","","","","1992-01-01","VL0612"
"ITA","ITA000018574",NA,"MOD","2024-07-31","2100-12-31","00CC00151","00CC00151","S. VITO","00150","Corigliano Calabro","","N","Y","N","Y","","N","","FX","OTB","PS","","","","",13.2,12.84,14,7.96,0,90,"0.00","1","1993-08-09","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018581",NA,"MOD","2021-11-16","2100-12-31","02CC00275","02CC00275","NICOLA ANDREA","00151","Trebisacce","IPAF","Y","Y","Y","Y","","Y","247134160","FX","OTB","PS","","","","",19.7,18.43,43,22.91,0,191,"0.00","1","1993-07-09","MFL","","","","1990-01-01","VL1824"
"ITA","ITA000018582",NA,"MOD","2015-05-28","2100-12-31","02CR00315","02CR00315","PADRE PIO","00147","Ciro' Marina","","N","Y","N","","","","","FX","OTB","PS","","","","",10.25,9.6,6,7.24,0,84.5,"0.00","1","1993-04-27","MFL","","","","1993-01-01","VL0612"
"ITA","ITA000018591",NA,"MOD","2022-03-17","2100-12-31","00GL03922","00GL03922","FRANCO","00153","Gallipoli","IKHI","Y","Y","N","Y","","Y","247128910","FX","OTB","NO","","","","",13.73,13.1,18,9.94,0,120,"0.00","1","1993-07-14","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018592",NA,"MOD","2021-04-15","2100-12-31","00GL03923","00GL03923","S. ANTONIO","00153","Gallipoli","IKGT","Y","Y","N","Y","","Y","247128920","FX","OTB","PS","","","","",13.21,12.2,8,9.89,0,162,"0.00","1","1993-07-17","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018595",NA,"MOD","2021-07-10","2100-12-31","00BL01019","00BL01019","N. MAURO","00163","Barletta","IFKF2","Y","Y","N","Y","","Y","247125960","FX","OTB","PTM","","","","",12.6,12.07,12,9.77,0,73.5,"0.00","1","1993-06-24","MFL","","","","1981-01-01","VL1218"
"ITA","ITA000018599",NA,"MOD","2021-10-14","2100-12-31","04PC00641","04PC00641","PAMY","00176","Giulianova","IOVW","Y","Y","Y","Y","","Y","247084840","FX","OTB","GNS","","","","",14.8,12.97,17,7.79,0,66,"0.00","1","1993-09-03","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018602",NA,"MOD","2020-08-25","2100-12-31","05RA01815","05RA01815","MATTHIAS","00206","Goro","IOCK","Y","Y","N","Y","","Y","247070580","FX","OTB","PS","","","","",13.72,11.48,14,8.95,0,161.81,"0.00","3","1993-08-16","MFL","","","","1992-01-01","VL1218"
"ITA","ITA000018609",NA,"MOD","2020-12-30","2100-12-31","00SA02551","00SA02551","LUIGI PADRE","00103","Salerno","ILWY2","Y","Y","N","Y","","N","","FX","OTB","NO","","","","",13.5,12.23,18,9.9,0,169,"0.00","1","1993-07-10","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018610",NA,"MOD","2018-02-22","2100-12-31","07SA00826","07SA00826","GIANNINO PADRE III","00110","Santa Maria Di Castellabate","IZTK","Y","Y","N","","","","","FX","OTB","LLS","","","","",13.13,12.35,16,9.95,0,80,"0.00","1","1993-08-30","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018611",NA,"MOD","2024-10-11","2100-12-31","00TM00307","00TM00307","JUSTIN","00174","Termoli","IOVV","Y","Y","Y","Y","","Y","247122920","FX","OTB","NO","","","","",17.6,15.12,36,28.93,0,205.73,"0.00","1","1993-09-04","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018612",NA,"MOD","2020-08-25","2100-12-31","04BA01503","04BA01503","AMERICA III","00158","Monopoli","IZSS","Y","Y","Y","Y","","Y","247120220","FX","OTB","LLS","","","","",13.05,12.52,18,9.78,0,169,"0.00","1","1993-09-13","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018613",NA,"MOD","2024-08-23","2100-12-31","05RA02871","05RA02871","SOLITARIO","00206","Goro","ILZC","Y","Y","N","Y","","Y","247054910","FX","OTB","NK","","","","",11.68,10.25,6,4.89,0,95.6,"0.00","1","1993-09-27","MFL","","","","1993-01-01","VL0612"
"ITA","ITA000018614",NA,"MOD","2021-03-30","2100-12-31","01PT01964","01PT01964","GIANLUIGI","00238","Alghero","","N","Y","N","N","","N","","FX","OTB","LLS","","","","",10.3,9.7,5,6.09,0,62,"0.00","1","1993-06-30","MFL","","","","1980-01-01","VL0612"
"ITA","ITA000018617",NA,"MOD","2021-11-25","2100-12-31","00CC00250","00CC00250","No Name","00150","Corigliano Calabro","IUEU","Y","Y","N","Y","","Y","247280110","FX","OTB","NO","","","","",13.91,13.05,7,9.67,0,84.5,"0.00","1","1992-12-18","MFL","","","","1990-01-01","VL1218"
"ITA","ITA000018619",NA,"MOD","2020-08-25","2100-12-31","00GL03921","00GL03921","GIULIANO","00153","Gallipoli","IIIT","Y","Y","N","N","","Y","247128890","FX","OTB","GNS","","","","",14.24,12.73,18,9.78,0,141,"0.00","1","1993-06-30","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018620",NA,"MOD","2021-04-14","2100-12-31","00GL03927","00GL03927","STELLA MARIS II","00153","Gallipoli","IKHO","Y","Y","N","Y","","N","","FX","OTB","LLS","","","","",13.93,13.26,11,9.98,0,176.47,"0.00","1","1993-09-03","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018622",NA,"MOD","2007-06-07","2100-12-31","02CA01144","02CA01144","GINO","00226","Sant'Antioco","IORO","Y","Y","Y","","","","","FX","OTB","NO","","","","",18.6,15.39,28,29.64,0,153,"0.00","1","1979-08-11","MFL","","","","1978-01-01","VL1824"
"ITA","ITA000018625",NA,"MOD","2024-01-24","2100-12-31","07PA01968","07PA01968","GIUSEPPA MADRE","00289","Porticello","IOWH","Y","Y","Y","Y","","Y","247142460","FX","OTB","LLS","","","","",17.85,15.11,36,31.91,0,206,"0.00","1","1993-08-24","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018628",NA,"MOD","2023-10-25","2100-12-31","00SB00516","00SB00516","SILVANA M.","00182","San Benedetto Del Tronto","IOWC","Y","Y","Y","Y","","Y","247080530","FX","OTB","PTM","","","","",21,18.22,60,24.64,0,316,"0.00","2","1993-08-24","MFL","","","","1993-01-01","VL1824"
"ITA","ITA000018629",NA,"MOD","2021-03-18","2100-12-31","00RM04341","00RM04341","MIRAGE I","00193","Rimini","IUNG","Y","Y","N","N","","N","","FX","OTB","LLS","","","","",7.58,6.99,3,3.05,0,79,"0.00","4","1993-09-22","MFL","","","","1993-01-01","VL0612"
"ITA","ITA000018637",NA,"MOD","2017-01-03","2100-12-31","00CV02168","00CV02168","FORTUNATA","00071","Civitavecchia","INBS","Y","Y","Y","Y","","Y","247099810","FX","OTB","NO","","","","",18.5,14.88,41,28.64,0,221,"0.00","1","1993-07-23","MFL","","","","1993-01-01","VL1824"
"ITA","ITA000018639",NA,"MOD","2021-04-20","2100-12-31","00BL01018","00BL01018","N.IRIDE","00163","Barletta","IWJG","Y","Y","N","Y","","Y","247125910","FX","OTB","NO","","","","",12.7,12.13,14,7.48,0,104.5,"0.00","1","1993-06-08","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018646",NA,"MOD","2006-05-02","2100-12-31","00RM04343","00RM04343","LO VERDE G.","00193","Rimini","IORQ","Y","Y","Y","","","","","FX","OTB","PTM","","","","",26.45,22.43,125,54.36,0,346,"0.00","1","1993-11-10","MFL","","","","1993-01-01","VL2440"
"ITA","ITA000018649",NA,"MOD","2003-01-01","2100-12-31","00TA04530","00TA04530","NUOVA MARIA ROSA","00152","Taranto","","N","Y","N","N","","N","","FX","OTB","NO","","","","",14.44,12.96,22,9.96,0,95.5,"0.00","1","1993-03-04","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018652",NA,"MOD","2006-10-23","2100-12-31","04OL00353","04OL00353","PATRIZIA","00234","Golfo Aranci","","N","Y","Y","","","","","FX","OTB","GNS","","","","",15.35,12.09,20,20.31,0,147,"0.00","1","1993-09-01","MFL","","","","1987-01-01","VL1218"
"ITA","ITA000018654",NA,"MOD","2012-12-07","2100-12-31","01BL00408","01BL00408","FRECCIA DEL SUD","00164","Trani","IOQT","Y","Y","Y","","","","","FX","OTB","PTM","","","","",25.9,21.79,89,59.95,0,716,"0.00","1","1993-12-08","MFL","","","","1993-01-01","VL2440"
"ITA","ITA000018656",NA,"MOD","2022-02-16","2100-12-31","02BL00784","02BL00784","NUOVA LAURA MADRE","00166","Bisceglie","IORR","Y","Y","Y","Y","","Y","247121420","FX","OTB","PTM","","","","",26.1,21.41,108,73.75,0,662,"0.00","1","1993-11-10","MFL","","","","1993-01-01","VL2440"
"ITA","ITA000018657",NA,"MOD","2020-11-13","2100-12-31","03PE00622","03PE00622","SANTO PADRE","00271","Sciacca","IOQQ","Y","Y","Y","Y","","Y","247140210","FX","OTB","PTM","","","","",18.38,15.15,40,30.51,0,219.8,"0.00","1","1993-12-15","MFL","","","","1993-01-01","VL1824"
"ITA","ITA000018658",NA,"MOD","2024-07-11","2100-12-31","00AN03941","00AN03941","VIKINGO","00187","Ancona","IOQJ","Y","Y","Y","Y","","Y","247083230","FX","OTB","NO","","","","",20.15,17.28,75,25.83,0,234,"0.00","1","1993-12-09","MFL","","","","1993-01-01","VL1824"
"ITA","ITA000018659",NA,"MOD","2017-01-27","2100-12-31","02AN00615","02AN00615","ALESSIO","00188","Senigallia","IIMF2","Y","Y","N","","","","","FX","OTB","PS","","","","",7.86,6.44,2,3.25,0,45.5,"0.00","4","1994-01-05","MFL","","","","1993-01-01","VL0612"
"ITA","ITA000018661",NA,"MOD","2022-12-19","2100-12-31","00TP02283","00TP02283","L.GIUSEPPE","00274","Trapani","IFXU2","Y","Y","N","Y","","Y","247301150","FX","OTB","PS","","","","",14.45,13.76,18,9.11,0,162,"0.00","1","1993-12-29","MFL","","","","1991-01-01","VL1218"
"ITA","ITA000018665",NA,"MOD","2023-10-24","2100-12-31","00MF03105","00MF03105","LA NOSTRA ANGELA","00167","Manfredonia","IIUL2","Y","Y","N","Y","","Y","247128290","FX","OTB","TBB","","","","",12.1,11.76,14,6.73,0,55.1,"0.00","1","1993-11-09","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018666",NA,"MOD","2013-05-31","2100-12-31","00CI03545","00CI03545","PREDATORE","00207","Chioggia","IOQB","Y","Y","Y","Y","","Y","247120170","FX","OTB","NO","","","","",21.7,21.5,101,64.34,0,501,"0.00","1","1993-11-26","MFL","","","","1993-01-01","VL1824"
"ITA","ITA000018669",NA,"MOD","2014-02-27","2100-12-31","01BL00407","01BL00407","CISKY","00164","Trani","IOQS","Y","Y","Y","","","","","FX","OTB","PTM","","","","",25.84,21.79,89,59.95,0,716,"0.00","1","1993-12-08","MFL","","","","1993-01-01","VL2440"
"ITA","ITA000018671",NA,"MOD","2016-10-10","2100-12-31","00PC01138","00PC01138","ALESSANDRA","00172","Pescara","IVHR","Y","Y","Y","Y","","Y","247101610","FX","OTB","NO","","","","",18.36,15.83,48,24.46,0,206,"0.00","1","1987-01-31","MFL","","","","1978-01-01","VL1824"
"ITA","ITA000018681",8576122,"MOD","2021-03-01","2100-12-31","09PC00673","09PC00673","GABRIELE PADRE","00181","Martinsicuro","IOOU","Y","Y","Y","Y","","Y","247100180","FX","OTB","NO","","","","",22.21,19.58,73,39.46,0,441,"0.00","1","1993-12-30","MFL","","","","1993-01-01","VL1824"
"ITA","ITA000018683",NA,"MOD","2009-07-15","2100-12-31","00GA01937","00GA01937","GIAGUARO","00078","Gaeta","IOTT","Y","Y","Y","","","","","FX","OTB","LLS","","","","",18.39,15.05,42,40.1,0,81,"0.00","1","1993-10-06","MFL","","","","1993-01-01","VL1824"
"ITA","ITA000018696",NA,"MOD","2017-01-19","2100-12-31","00AN03942","00AN03942","DESTRIERO","00187","Ancona","IOCE","Y","Y","Y","Y","","Y","247083560","FX","OTB","PS","","","","",29.8,25.44,123,91.28,0,835,"0.00","1","1994-02-18","MFL","","","","1994-01-01","VL2440"
"ITA","ITA000018702",NA,"MOD","2016-02-02","2100-12-31","00PE01311","00PE01311","EMMANUEL","00268","Porto Empedocle","IOMR","Y","Y","Y","","","","","FX","OTB","NO","","","","",24.63,20.29,84,52.68,0,333,"0.00","1","1994-02-09","MFL","","","","1994-01-01","VL2440"
"ITA","ITA000018710",NA,"MOD","2020-08-25","2100-12-31","00IM01232","00IM01232","MARGHERITA II","00001","Imperia","","N","Y","Y","Y","","Y","247154780","FX","OTB","LLS","","","","",14.92,13.57,21,13.97,0,162,"0.00","2","1994-01-14","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018721",NA,"MOD","2021-05-22","2100-12-31","00BA04504","00BA04504","NUOVA SIRENA","00157","Bari","IIES2","Y","Y","N","Y","","N","","FX","OTB","NO","","","","",13.92,12.58,17,9.78,0,88,"0.00","1","1994-03-16","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018722",NA,"MOD","2021-03-08","2100-12-31","07SA00808","07SA00808","LA NUOVA INCORONATA","00110","Santa Maria Di Castellabate","IJDO","Y","Y","N","Y","","Y","247110790","FX","OTB","NO","","","","",13.19,12.58,17,9.78,0,104.5,"0.00","1","1994-03-16","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018726",NA,"MOD","2021-03-08","2100-12-31","01CI00103","01CI00103","DESTRIERO I","00208","Porto Tolle","INPZ","Y","Y","N","Y","","Y","247078380","FX","OTB","GNS","","","","",14.27,12.15,11,9.35,0,111.7,"0.00","1","1994-01-17","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018727",NA,"MOD","2011-01-17","2100-12-31","00RM04512","00RM04512","SONIA SIMONE","00193","Rimini","IODB","Y","Y","N","","","","","FX","OTB","NO","","","","",14.98,14.4,22,9.8,0,161.7,"0.00","1","1994-03-14","MFL","","","","1994-01-01","VL1218"
"ITA","ITA000018732",NA,"MOD","2011-07-20","2100-12-31","03VE00916","03VE00916","BENIAMINO M.","00214","Caorle","IOCD","Y","Y","Y","","","","","FX","OTB","PS","","","","",19.59,16.38,59,22.18,0,283.09,"0.00","1","1994-03-21","MFL","","","","1994-01-01","VL1824"
"ITA","ITA000018735",8690497,"MOD","2023-03-16","2100-12-31","00MV00407M","00MV00407M","EUREKA","00273","Mazara Del Vallo","IONV","Y","Y","Y","Y","","Y","247142880","FX","OTB","PS","","","","",29.23,24.3,132,106.49,0,340,"0.00","2","1994-03-14","MFL","","","","1991-01-01","VL2440"
"ITA","ITA000018741",NA,"MOD","2020-08-25","2100-12-31","00MV01320","00MV01320","NUOVA STELLA DEL MARE","00273","Mazara Del Vallo","ISQC","Y","Y","N","N","","Y","247111530","FX","OTB","LLS","","","","",14.08,12.6,22,9.94,0,177,"0.00","1","1992-07-03","MFL","","","","1992-01-01","VL1218"
"ITA","ITA000018743",NA,"MOD","2013-05-31","2100-12-31","03PE00591","03PE00591","MARIA AUSILIATRICE","00271","Sciacca","IODC","Y","Y","Y","Y","","Y","247141280","FX","OTB","NO","","","","",18.54,15.48,46,27.41,0,162,"0.00","1","1994-03-14","MFL","","","","1994-01-01","VL1824"
"ITA","ITA000018744",NA,"MOD","2022-06-09","2100-12-31","07AN00858","07AN00858","EZI","00189","Civitanova Marche","IYAG","Y","Y","N","N","","Y","247073070","FX","OTB","GNS","","","","",10.01,9.56,4,4.96,0,79.4,"0.00","4","1994-03-16","MFL","","","","1993-01-01","VL0612"
"ITA","ITA000018746",NA,"MOD","2021-04-08","2100-12-31","00CI03844","00CI03844","ARCADIA","00207","Chioggia","ILGJ","Y","Y","N","Y","","Y","247054490","FX","OTB","NO","","","","",13.9,13.3,9,9.88,0,104.5,"0.00","1","1994-01-05","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018754",8688561,"MOD","2020-08-25","2100-12-31","00MV01202","00MV01202","BALDASSARE","00273","Mazara Del Vallo","IOHY","Y","Y","Y","Y","","N","","FX","OTB","LLS","","","","",29.81,25.65,144,69.02,0,340,"0.00","2","1994-05-03","MFL","","","","1994-01-01","VL2440"
"ITA","ITA000018757",NA,"MOD","2011-05-26","2100-12-31","00CI03682","00CI03682","DESTRIERO I","00207","Chioggia","IOHQ","Y","Y","Y","","","","","FX","OTB","NO","","","","",27.07,23.76,145,108.66,0,588,"0.00","1","1994-04-13","MFL","","","","1994-01-01","VL2440"
"ITA","ITA000018762",NA,"MOD","2023-10-20","2100-12-31","02BL00824","02BL00824","PADRE PIO","00166","Bisceglie","IORK","Y","Y","Y","Y","","Y","247121380","FX","OTB","NO","","","","",20.05,17.33,48,37.53,0,283,"0.00","1","1993-11-10","MFL","","","","1993-01-01","VL1824"
"ITA","ITA000018768",NA,"MOD","2024-10-08","2100-12-31","04BA01506","04BA01506","SAN PADRE PIO","00158","Monopoli","IFVM2","Y","Y","Y","Y","","N","","FX","OTB","LHP","","","","",14.96,0,16,9.79,0,162,"0.00","1","1994-05-05","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018769",NA,"MOD","2020-08-25","2100-12-31","04BA01505","04BA01505","TUCCIO","00158","Monopoli","IZUM","Y","Y","Y","Y","","Y","247122760","FX","OTB","LLS","","","","",13.35,13.3,19,9.89,0,177,"0.00","1","1994-04-19","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018775",NA,"MOD","2019-07-15","2100-12-31","00TA04540","00TA04540","CITTA' DI TARANTO","00152","Taranto","","N","Y","N","Y","","N","","FX","OTB","PS","","","","",14.28,13.9,19,9.92,0,161.8,"0.00","1","1994-04-06","MFL","","","","1992-01-01","VL1218"
"ITA","ITA000018777",NA,"MOD","2020-08-25","2100-12-31","01PE00941","01PE00941","LUNA ROSSA","00269","Licata","IJHT","Y","Y","N","Y","","Y","247305030","FX","OTB","NO","","","","",13.64,12.81,17,9.86,0,118,"0.00","1","1994-04-23","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018788",NA,"MOD","2013-03-01","2100-12-31","00TM00106","00TM00106","ROMEO E ROSALIA PAPPONETTI","00174","Termoli","INWF","Y","Y","Y","","","","","FX","OTB","PS","","","","",18.85,15.12,58,19.71,0,104.5,"0.00","2","1994-06-01","MFL","","","","1994-01-01","VL1824"
"ITA","ITA000018790",NA,"MOD","2020-08-25","2100-12-31","00CA03968","00CA03968","ROBERTA MADRE","00224","Cagliari","IFFH2","Y","Y","N","Y","","Y","247156750","FX","OTB","NO","","","","",14,12.62,18,10.98,0,91,"0.00","1","1994-06-18","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018791",NA,"MOD","2017-05-19","2100-12-31","01PE00992","01PE00992","DIO NETTUNO","00269","Licata","IKTT","Y","Y","Y","","","","","FX","OTB","PS","","","","",16.27,14.59,26,21.47,0,133.8,"0.00","1","1994-06-27","MFL","","","","1994-01-01","VL1218"
"ITA","ITA000018796",NA,"MOD","2013-01-31","2100-12-31","00VG03761","00VG03761","AIRONE","00044","Viareggio","IUAV","Y","Y","N","","","","","FX","OTB","PS","","","","",13.74,10.2,17,9.74,0,84.5,"0.00","1","1994-05-19","MFL","","","","1994-01-01","VL1218"
"ITA","ITA000018797",NA,"MOD","2016-05-02","2100-12-31","07AN00678","07AN00678","FRANCESCO PADRE","00189","Civitanova Marche","ILSY2","Y","Y","Y","","","","","FX","OTB","PS","","","","",15.73,14.16,36,9.79,0,110.3,"0.00","1","1993-10-18","MFL","","","","1989-01-01","VL1218"
"ITA","ITA000018800",NA,"MOD","2021-03-29","2100-12-31","00SB00543","00SB00543","AUDACE II","00182","San Benedetto Del Tronto","IRIV","Y","Y","N","Y","","Y","247086170","FX","OTB","GNS","","","","",14.9,13.46,21,9.45,0,91,"0.00","1","1994-06-07","MFL","","","","1994-01-01","VL1218"
"ITA","ITA000018801",NA,"MOD","2024-10-22","2100-12-31","01BL00427","01BL00427","DOMENICO ANTONIO","00164","Trani","IK0W2","Y","Y","Y","Y","","N","","FX","OTB","TBB","","","","",14.22,12.56,20,8.18,0,50.5,"0.00","1","1994-06-15","MFL","","","","1994-01-01","VL1218"
"ITA","ITA000018803",NA,"MOD","2023-10-24","2100-12-31","00MF03108","00MF03108","S. ANTONIO DA PADOVA","00167","Manfredonia","IFYD2","Y","Y","N","Y","","Y","247124420","FX","OTB","GNS","","","","",12.87,12.81,17,8.35,0,107,"0.00","1","1994-03-29","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018805",NA,"MOD","2012-12-14","2100-12-31","00AN03962","00AN03962","BISMARK","00187","Ancona","INZW","Y","Y","Y","","","","","FX","OTB","PS","","","","",26.25,22.22,138,81.21,0,478,"0.00","2","1994-06-01","MFL","","","","1994-01-01","VL2440"
"ITA","ITA000018813",NA,"MOD","2021-04-30","2100-12-31","05BA00796","05BA00796","ESMERALDA","00159","Mola Di Bari","IFXQ2","Y","Y","N","Y","","Y","247123540","FX","OTB","NO","","","","",13.22,13.2,20,9.94,0,220,"0.00","1","1994-05-25","MFL","","","","1994-01-01","VL1218"
"ITA","ITA000018814",NA,"MOD","2020-11-27","2100-12-31","01CI00134","01CI00134","FALCO","00208","Porto Tolle","INAG","Y","Y","Y","Y","","Y","247120520","FX","OTB","NO","","","","",23.8,19.97,54,43.3,0,638,"0.00","1","1994-07-15","MFL","","","","1994-01-01","VL1824"
"ITA","ITA000018819",NA,"MOD","2023-01-15","2100-12-31","00CI03230","00CI03230","DRAGO","00207","Chioggia","","N","Y","Y","Y","","N","","FX","OTB","NO","","","","",13.93,12.55,18,9.53,0,180,"0.00","1","1994-07-14","MFL","","","","1994-01-01","VL1218"
"ITA","ITA000018820",NA,"MOD","2006-10-30","2100-12-31","00CI03232","00CI03232","MARLIN","00207","Chioggia","ILIM","Y","Y","Y","","","","","FX","OTB","NO","","","","",14.95,13.2,14,9.53,0,180.1,"0.00","1","1994-07-26","MFL","","","","1994-01-01","VL1218"
"ITA","ITA000018821",NA,"MOD","2021-04-13","2100-12-31","00CR01207","00CR01207","No Name","00145","Crotone","ILFJ2","Y","Y","N","Y","","N","","FX","OTB","PS","","","","",14.39,13.86,18,9.96,0,161.76,"0.00","1","1994-03-15","MFL","","","","1991-01-01","VL1218"
"ITA","ITA000018824",NA,"MOD","2013-05-31","2100-12-31","04BA01508","04BA01508","GHIBLI","00158","Monopoli","INQK","Y","Y","Y","Y","","Y","247121530","FX","OTB","LLS","","","","",18.03,15.87,40,37.38,0,294,"0.00","1","1994-07-23","MFL","","","","1993-01-01","VL1824"
"ITA","ITA000018831",NA,"MOD","2022-02-15","2100-12-31","00GL03929","00GL03929","GELOSIA II","00153","Gallipoli","","N","Y","N","Y","","N","","FX","OTB","TBB","","","","",13.01,12.68,16,9.66,0,133.8,"0.00","1","1993-09-03","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018832",8688303,"MOD","2016-01-01","2100-12-31","00MV00387M","00MV00387M","FRANCESCO MORETTI","00273","Mazara Del Vallo","IOGC","Y","Y","Y","Y","","Y","247146420","FX","OTB","NO","","","","",26.12,20.2,124,70.63,0,490,"0.00","2","1994-07-20","MFL","","","","1994-01-01","VL2440"
"ITA","ITA000018835",NA,"MOD","2024-09-12","2100-12-31","00SB00552","00SB00552","TONINO I","00182","San Benedetto Del Tronto","INAD","Y","Y","Y","Y","","Y","247120670","FX","OTB","PTM","","","","",24.95,20.9,69,59.17,0,441,"0.00","1","1994-08-12","MFL","","","","1994-01-01","VL2440"
"ITA","ITA000018836",8572891,"MOD","2023-03-22","2100-12-31","07AN00687","07AN00687","GIANLUCA","00189","Civitanova Marche","INSJ","Y","Y","Y","Y","","Y","247081590","FX","OTB","NO","","","","",20.7,18.05,78,27.83,0,282,"0.00","1","1994-07-13","MFL","","","","1992-01-01","VL1824"
"ITA","ITA000018843",NA,"MOD","2024-03-20","2100-12-31","01RA00994","01RA00994","DUMBO","00203","Porto Garibaldi","INPY","Y","Y","N","Y","","Y","247053920","FX","OTB","PTM","","","","",13.9,12.14,17,7.87,0,183,"0.00","1","1994-07-22","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018844",NA,"MOD","2021-04-12","2100-12-31","00AN04066","00AN04066","TRITONE","00187","Ancona","INPW","Y","Y","N","Y","","Y","247074890","FX","OTB","LLS","","","","",14.1,12.16,18,8.88,0,110,"0.00","1","1994-07-22","MFL","","","","1993-01-01","VL1218"
"ITA","ITA000018845",NA,"MOD","2024-10-22","2100-12-31","05RA01841","05RA01841","PIA","00206","Goro","INAH","Y","Y","N","Y","","Y","247072670","FX","OTB","GNS","","","","",11.9,10.65,11,4.97,0,128,"0.00","1","1994-08-09","MFL","","","","1994-01-01","VL0612"
"ITA","ITA000018848",NA,"MOD","2023-10-27","2100-12-31","00MF03114","00MF03114","NUOVA MARIA ANTONIETTA","00167","Manfredonia","IIAO2","Y","Y","N","Y","","Y","247124310","FX","OTB","NO","","","","",13.34,12.76,19,9.67,0,65.5,"0.00","1","1994-07-25","MFL","","","","1994-01-01","VL1218"
"ITA","ITA000018853",NA,"MOD","2019-05-04","2100-12-31","00TA04514","00TA04514","NUOVA SANTA CARMELA","00152","Taranto","","N","Y","N","Y","","N","","FX","OTB","NO","","","","",13.91,13.18,18,9.87,0,162,"0.00","1","1992-02-27","MFL","","","","1991-01-01","VL1218"
"ITA","ITA000018855",NA,"MOD","2011-04-26","2100-12-31","06VM00187","06VM00187","GIUSEPPE I","00123","Cetraro","INTH","Y","Y","Y","","","","","FX","OTB","PS","","","","",19.75,16.6,30,21.43,0,162,"0.00","1","1994-04-22","MFL","","","","1994-01-01","VL1824"
"ITA","ITA000018857",NA,"MOD","2021-04-12","2100-12-31","01CC00389","01CC00389","GABRIELE PADRE","00148","Cariati","","N","Y","N","Y","","N","","FX","OTB","LLS","","","","",13.68,13.15,11,9.8,0,162,"0.00","1","1991-07-22","MFL","","","","1990-01-01","VL1218"
"ITA","ITA000018868",NA,"MOD","2020-03-05","2100-12-31","01TG00594","01TG00594","GIUSEPPE PRIMO","00095","Portici","IKSP2","Y","Y","N","Y","","N","","FX","OTB","LLS","","","","",13.85,13.07,19,9.95,0,97,"0.00","1","1994-10-08","MFL","","","","1994-01-01","VL1218"
"ITA","ITA000018870",NA,"MOD","2022-05-26","2100-12-31","00MV01249","00MV01249","SANTA LUCIA","00273","Mazara Del Vallo","INAA","Y","Y","Y","Y","","Y","247147660","FX","OTB","NO","","","","",22.7,18.75,89,51.25,0,331,"0.00","1","1994-09-01","MFL","","","","1994-01-01","VL1824"
"ITA","ITA000018878",NA,"MOD","2023-06-06","2100-12-31","01CR00709","01CR00709","NUOVA MIRIA","00147","Ciro' Marina","ILEB2","Y","Y","N","Y","","N","","FX","OTB","GNS","","","","",12.29,12.01,12,7.7,0,85,"0.00","1","1994-06-29","MFL","","","","1993-01-01","VL1218"
